Question,Answer
"43.2017/1/10/单
王甲经法定程序将名字改为与知名作家相同的“王乙”，并在其创作的小说上署名“王乙”以增加销
量。作家王乙将王甲诉至法院。法院认为，公民虽享有姓名权，但被告署名的方式误导了读者，侵害了
原告的合法权益，违背诚实信用原则。关于该案，下列哪一选项是正确的？ 【B】
A.姓名权属于应然权利，而非法定权利
B.诚实信用原则可以填补规则漏洞
C.姓名权是相对权
D.若法院判决王甲承担赔偿责任，则体现了确定法与道德界限的“冒犯原则”","法律原则和法律规则的关系；姓名权［B］
［解析］《民法典》第110条第1款规定：“自然人享有生命权、身体权、健康权、姓名权、肖像权、名誉权、荣誉权、隐私权、婚姻自主权等权利。”姓名权是应然权利，也是法定权利。故A项错误。
法律规则因其明确的假定条件、行为模式和法律后果，具有确定性和可预测性，但却不一定能够满足法律的正当性和可接受性。法律原则是为法律规则提供某种基础或本源的综合性的、指导性的价值准则或规范，法官在适用法律原则时具有较大的自由裁量权，可以根据案件具体情况决定适用某一法律原则，以满足法律的正当性和可接受性。因此，法律适用中，法律规则导致个案结果出现极端不公正时，可以考虑适用法律原则弥补法律规则的漏洞。故B项正确。
公民享有姓名权，有权决定、使用和依照规定改变自己的姓名，禁止他人干涉、盗用、假冒。姓名权是绝对权，不是相对权。故C项错误。
冒犯原则是指任何人的自由都不能伤害社会的基本公共道德。伤害原则是指任何人的自由均不能伤害其他人的合法权利和利益。王甲侵害王乙的姓名权，法院判决王甲承担赔偿责任，体现的是伤害原则，非冒犯原则。故D项错误。"
"44.2017/1/89/任
许某与妻子林某协议离婚，约定8岁的儿子小虎由许某抚养，林某可随时行使对儿子的探望权，许
某有协助的义务。离婚后两年间林某从未探望过儿子，小虎诉至法院，要求判令林某每月探视自己不少
于4天。对此，下列说法正确的是： 【BD】
A.依情理林某应探望儿子，故从法理上看，法院可判决强制其行使探望权
B.从理论上讲，权利的行使与义务的履行均具有其界限
C.林某的探望权是林某必须履行一定作为或不作为的法律约束
D.许某的协助义务同时包括积极义务和消极义务","权利与义务［BD］
［解析］依情理，林某应探望儿子。林某享有探望其子的权利，其子负有被探望的义务。同样，其子享有见母亲的权利，林某负有探望其子的义务。因此，法院可以判决强制林某履行探望其子的义务，而不是判决强制林某行使探望权。因为，权利是可以放弃的，而义务必须履行。故A项错误。同理，林某的探望权是林某可以作为或者不作为的自由。故C项错误。
任何事物都要受到社会物质条件的制约。因此，不存在不受限制的事物，无论权利或者义务，都有其界限。故B项正确。
许某协助林某探望其儿子的过程中，为其提供便利的义务（如将其子交与林某）即为积极义务，在林某探望时，许某不得干扰母子相处即为消极义务。故D项正确。"
"45.2015/1/88/任
张某因其妻王某私自堕胎，遂以侵犯生育权为由诉至法院请求损害赔偿，但未获支持。张某又请求
离婚，法官调解无效后依照《婚姻法》中“其他导致夫妻感情破裂的情形”的规定判决准予离婚。对此，
下列选项中正确的是： 【BD】
A.王某与张某婚姻关系的消灭是由法律事件引起的
B.张某主张的生育权属于相对权
C.法院未支持张某的损害赔偿诉求，违反了“有侵害则有救济”的法律原则
D.“其他导致夫妻感情破裂的情形”属于概括性立法，有利于提高法律的适应性","法律关系的产生、变更与消灭；权利与义务［BD］
［解析］法律事实是法律规定的，能够引起法律关系产生、变更、消灭的客观情况。依是否以人们的意志为转移，法律事实大体上分为两类，即法律事件和法律行为。法律事件是法律规范规定的、不以当事人的意志为转移而引起法律关系形成、变更或消灭的客观事实。法律行为是可以作为法律事实而存在，引起法律关系产生、变更、消灭的行为。本案中，王某与张某婚姻关系的消灭，是基于张某的起诉行为与法官的判决而引起的。在这一法律关系里，张某的起诉属于法律行为（以当事人意志为转移），法官的判决属于法律事件（不以张某的意志为转移）。需要注意的是，并非法官判决都属于法律事件，在不同的法律关系中其性质也不一样，如在诉讼关系中，法官判决属于法律行为。故A项错误。
绝对权，对应的是不特定的义务人。相对权，对应的是特定的义务人。本案中，张某的生育权对应的是其妻子王某，因此属于相对权。故B项正确。
《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第23条规定：“夫以妻擅自中止妊娠侵犯其生育权为由请求损害赔偿的，人民法院不予支持；夫妻双方因是否生育发生纠纷，致使感情确已破裂，一方请求离婚的，人民法院经调解无效，应依照民法典第一千零七十九条第三款第五项的规定处理。”可见，法院是严格依据法律规则作出的裁判。该法律规则充分考虑了生育权这一权利的特殊性，在夫妻双方因生育权发生权利冲突时，不支持“损害赔偿”的直接救济方式，而是把“生育权受损”作为导致离婚的法律事实，从而提供间接救济，达到化解社会矛盾、维护公平正义的目的。因此，法院的判决没有违反“有侵害则有救济”的法律原则。故C项错误。
“其他导致夫妻感情破裂的情形”将导致夫妻感情破裂的情形以“其他”的方式概括表达，而非逐个列举，属于概括性立法。概括性立法是指立法时对某些内容进行总结或概括，从而适度扩大法律适用范围，赋予人们较大自由裁量权的立法方法，有利于提高法律的适应性。常见的概括性立法包括：法律原则、法律规则中的概括规定（如“情节严重”）。故D项正确。"
"46.2014/1/13/单
张林遗嘱中载明：我去世后，家中三间平房归我妻王珍所有，如我妻今后嫁人，则归我侄子张超所
有。张林去世后王珍再婚，张超诉至法院主张平房所有权。法院审理后认为，婚姻自由是宪法基本权
利，该遗嘱所附条件侵犯了王珍的婚姻自由，违反《婚姻法》规定，因此无效，判决张超败诉。对于此
案，下列哪一说法是错误的？ 【A】
A.婚姻自由作为基本权利，其行使不受任何法律限制
B.本案反映了遗嘱自由与婚姻自由之间的冲突
C.法官运用了合宪性解释方法
D.张林遗嘱处分的是其财产权利而非其妻的婚姻自由权利","权利与义务；法律解释的方法［A］
［解析］婚姻自由是基本权利，但基本权利也有它的边界，其行使不能超出这个边界，比如不能侵犯其他基本权利或他人的合法权利。故A项错误。
在本案中，张林享有遗嘱自由，王珍享有婚姻自由，张林的遗嘱自由与王珍的婚姻自由出现了冲突。两者出现冲突时，要综合考虑权利位阶和个案具体情况来加以解决。本案中王珍所享有的婚姻自由在法律位阶上高于张林的遗嘱自由，张林在行使遗嘱自由时所附条件不得侵犯王珍的婚姻自由，否则无效。故B项正确。
合宪性解释是指对普通法律的解释必须符合或者不得抵触宪法的原则和精神。在本案中，法官认为张林的遗嘱中所附条件侵犯了王珍的婚姻自由这项宪法基本权利，违背了宪法原则与精神，这表明法官运用了合宪性解释方法。故C项正确。
本案中张林遗嘱处分的是其财产权利而非其妻的婚姻自由权利，但由于其对财产权利的处分影响到了其妻的婚姻自由，因此遗嘱被认定无效。故D项正确。"
"47.2013/1/9/单
法律谚语：“平等者之间不存在支配权。”关于这句话，下列哪一选项是正确的？ 【C】
A.平等的社会只存在平等主体的权利，不存在义务；不平等的社会只存在不平等的义务，不存在权
利
B.在古代法律中，支配权仅指财产上的权利
C.平等的社会不承认绝对的人身依附关系，法律禁止一个人对另一个人的奴役
D.从法理上讲，平等的主体之间不存在相互的支配，他们的自由也不受法律限制","权利和义务的关系；自由、平等理念；支配权［C］
［解析］诚如马克思所言：“没有无义务的权利，也没有无权利的义务。”因此，权利和义务不可能孤立地存在和发展。故A项错误。
古代法律中，支配权不仅指对财产的支配，也指对女性、奴隶等的人身支配。故B项错误。
在平等社会，消灭了绝对的人身依附关系，坚持“法律面前人人平等”原则，不允许某个阶层只享有权利不履行义务，权利义务实现了一致性。故C项正确。
从价值上而言，法律是自由的保障，法律必须体现自由，保障自由，从法的本质来说，它以“自由”为最高的价值目标，对此，自由必须在法律规定的边界内行使，而不得逾越。故D项错误。"
"48.2012/1/15/单
苏某和熊某毗邻而居。熊某在其居住楼顶为50只鸽子搭建了一座鸽舍。苏某以养鸽行为严重影响
居住环境为由，将熊某诉至法院，要求熊某拆除鸽棚，赔礼道歉。法院判定原告诉求不成立。关于本
案，下列哪一判断是错误的？ 【B】
A.本案涉及的是安居权与养鸽权之间的冲突
B.从案情看，苏某的安居权属于宪法所规定的文化生活权利
C.从判决看，解决权利冲突首先看一个人在行使权利的同时是否造成对他人权利的实际侵害
D.本案表明，权利的行使与义务的承担相关联","法律权利的类型；法律权利的合理界限；权利与义务的关系［B］
［解析］公民享有饲养动物、宠物的权利（如养鸽权），也享有安全、安静生活的权利（如安居权），这两种权利均属于没有法律明确规定的具体权利，是由其他权利派生的。本案中，熊某的“养鸽权”与苏某的“安居权”之间发生了冲突。故A项说法正确。
我国《宪法》没有规定“安居权”。本案中的安居权属于民法中居住权和相邻权的派生权利，不属于宪法所规定的文化生活权利（受教育的权利和进行科学研究、文学艺术创作以及其他文化活动的自由）。故B项说法错误。
解决权利冲突在于先要确定某一权利的合法界限，即一个人在行使权利的同时不能造成对他人权利的实际侵害。故C项说法正确。
权利的行使与义务的承担是相关联的，两者不能孤立地存在和发展。当事人在行使自己权利的同时不能干预或损害他人权利的行使。故D项说法正确。"
"49.2011/1/55/多
下列哪些选项属于积极义务的范畴？ 【AC】
A.子女赡养父母
B.严禁刑讯逼供
C.公民依法纳税
D.紧急避险","积极义务与消极义务［AC］
［解析］义务以履行方式为标准可以分为积极义务（作为义务）与消极义务（不作为义务）。积极义务是由命令性规则所规定的，人们必须或者应当作出某种行为的规则，如子女赡养父母、公民依法纳税、依法服兵役等。故A、C项属于积极义务的范畴，当选。
消极义务又叫不作为义务，是由禁止性规则所规定的，禁止人们作出一定的行为的规则，如不得破坏公共财产、禁止非法拘禁、严禁刑讯逼供等。故B项属于消极义务的范畴，不当选。
紧急避险不属于权利和义务的范畴，它是引起法律关系产生、变更与消灭的法律事实，也就是说紧急避险能够产生法律上的权利和义务，但它不是权利或义务本身。故D项错误，不当选。"
"50.2010/1/6/单
法律格言说：“不知自己之权利，即不知法律。”关于这句法律格言含义的阐释，下列哪一选项是正
确的？ 【C】
A.不知道法律的人不享有权利
B.任何人只要知道自己的权利，就等于知道整个法律体系
C.权利人所拥有的权利，既是事实问题也是法律问题
D.权利构成法律上所规定的一切内容，在此意义上，权利即法律，法律亦权利","法律格言的阐释；对权利概念的理解［C］
［解析］不知道法律的人不享有权利的说法是对格言的字面理解。在现实生活中，权利是现实存在的，和当事人知不知道法律没有关系。故A项错误。
任何人只要知道自己的权利，就等于知道整个法律体系的说法过于绝对。法律体系，通常是指一个国家全部现行法律规范分类组合为不同的法律部门而形成的有机联系的统一整体，简单地说，法律体系就是部门法体系。故B项错误。
本格言强调法律和权利密切相关，一方面，权利由法律规定，故权利人拥有权利是一个法律问题；另一方面，如果权利人不知道自己的权利，不行使权利，则权利只停留在纸面上，是虚幻的，于是权利人所拥有的权利就是一个事实问题。故C项正确。
法律体系当中不仅有权利还有义务，因此，权利构成法律上所规定的一切内容的说法错误。故D项错误。"
"51.2009/1/12/单
《集会游行示威法》第四条规定：“公民在行使集会、游行、示威的权利的时候，必须遵守宪法和
法律，不得反对宪法所确定的基本原则，不得损害国家的、社会的、集体的利益和其他公民的合法的自
由和权利。”关于这一规定，下列哪一说法是正确的？ 【B】
A.该条是关于权利的规定，因此属于授权性规则
B.该规定表明法律保护人的自由，但自由也应受到法律的限制
C.公民在行使集会、游行、示威的权利的时候，不得损害国家的、社会的、集体的利益，因此国家
利益是我国法律的最高价值
D.该规定的内容比较模糊，因而对公民不具有指导意义","权利、义务相关知识［B］
［解析］按照规则的内容规定不同，法律规则可以分为：（1）授权性规则，是指规定人们有权做一定行为或不做一定行为的规则，即规定人们的“可为模式”的规则。（2）义务性规则，是指在内容上规定人们的法律义务，即有关人们应当作出或不作出某种行为的规则，具体又可分为命令性规则与禁止性规则。该法条规定公民在行使集会、游行、示威的权利时，还要遵守宪法和法律的规定，履行一定义务。据此，该法条属于义务性规则。故A项错误。
该规定表明法律保护公民的集会、游行、示威的权利和自由。但是该自由的行使是有限制的，必须遵守宪法和法律，不得反对宪法所确定的基本原则，不得损害国家的、社会的、集体的利益和其他公民的合法权益。故B项正确。
法律是国家的法律，必然维护国家利益。但是同时，社会和集体的利益仍然需要法律上的认可和尊重，并且国家的利益与社会和集体的利益仍然属于同一位阶的法律价值，所以存在后两者的价值高于国家利益的可能性，就此而言，国家利益并非最高的法律价值。同时，仅就法律价值而言，最高的价值是自由价值，其后依次才是正义价值和秩序价值，而利益价值往往属于一般价值而非最高价值，从这个角度讲，国家利益仍然不是最高的法律价值。故C项错误。
该条规定属于法律规则，从属性上来说，法律规则相对于法律原则而言，更为明确、具体，但这并不意味着法律规则一定就是明确具体的，其仍然可能是模糊的。模糊的标准并不意味着它不具有指导意义，即使是法律原则也能够指导人们的行动。故D项错误。"
"考点9 法的渊源
52.2017/1/11/单
某法院在审理一起合同纠纷案时，参照最高法院发布的第15号指导性案例所确定的“法人人格混
同”标准作出了判决。对此，下列哪一说法是正确的？ 【C】
A.在我国，指导性案例是正式的法的渊源
B.判决是规范性法律文件
C.法官在该案中运用了类比推理
D.在我国，最高法院和各级法院均可发布指导性案例","类比推理；法的渊源［C］
［解析］我国非正式的法的渊源主要指习惯、判例、政策等。在我国，指导性案例仅供在审判类似案件时参照，属于非正式的法的渊源。故A项错误。
规范性法律文件是针对不特定主体反复适用的具有普遍约束力的法律文件。判决是针对特定当事人作出，不具有普遍性，属于非规范性法律文件。故B项错误。
题干中的“参照”，是类似情况类似处理的类推的适用。故C项正确。
在我国，只有最高法院有权发布指导性案例。故D项错误。"
"53.2017/1/56/多
某区质监局以甲公司未依《食品安全法》取得许可从事食品生产为由，对其处以行政处罚。甲公司
认为，依特别法优先于一般法原则，应适用国务院《工业产品生产许可证管理条例》（以下简称《条
例》）而非《食品安全法》，遂提起行政诉讼。对此，下列哪些说法是正确的？ 【AB】
A.《条例》不是《食品安全法》的特别法，甲公司说法不成立
B.《食品安全法》中规定食品生产经营许可的法律规范属于公法
C.若《条例》与《食品安全法》抵触，法院有权直接撤销
D.《条例》与《食品安全法》都属于当代中国法的正式渊源中的“法律”","法的分类；法的渊源；撤销的权限［AB］
［解析］特别法与一般法分类要求必须是同一机关制定的法律。《工业产品生产许可证管理条例》由国务院制定，属于行政法规；《食品安全法》是法律。法律的效力高于行政法规。因此《工业产品生产许可证管理条例》与《食品安全法》二者的关系是下位法与上位法的关系，不是特别法与普通法的关系。故A项正确。
公法调整的是政府和公民之间、政府与社会之间的各种关系，主要体现为政治关系、行政关系及诉讼关系等。私法调整私人之间的民商事关系。食品经营许可属于行政许可的一种，调整的是政府和公民之间的关系，属于典型的公法规范。故B项正确。
我国没有司法审查制度。法院若发现《工业产品生产许可证管理条例》与《食品安全法》抵触，只能决定适用《食品安全法》。根据《立法法》第108条第2项规定，若行政法规和法律有冲突，只能由全国人大常委会撤销该行政法规。故C项错误。
当代中国法的正式渊源中的“法律”是指全国人大及其常委会依照立法程序制定的规范性文件，《食品安全法》属于“法律”，但国务院《工业产品生产许可证管理条例》属于行政法规。故D项错误。"
"54.2016/1/56/多
林某与所就职的鹏翔航空公司发生劳动争议，解决争议中曾言语威胁将来乘坐鹏翔公司航班时采取
报复措施。林某离职后在选乘鹏翔公司航班时被拒载，遂诉至法院。法院认为，航空公司依《合同法》
负有强制缔约义务，依《民用航空法》有保障飞行安全义务。尽管相关国际条约和我国法律对此类拒载
无明确规定，但依航空业惯例航空公司有权基于飞行安全事由拒载乘客。关于该案，下列哪些说法是正
确的？ 【ACD】
A.反映了法的自由价值和秩序价值之间的冲突
B.若法无明文规定，则法官自由裁量不受任何限制
C.我国缔结或参加的国际条约是正式的法的渊源
D.不违反法律的行业惯例可作为裁判依据","法的价值冲突及其解决；正式的法的渊源与非正式的法的渊源［ACD］
［解析］本题中，《合同法》规定的强制缔约义务是为了保障消费者的自由，而《民用航空法》是为了保障秩序价值，林某被拒载反映了自由和秩序两种价值之间的冲突。故A项正确。
法无明文规定，则法官拥有较大自由裁量权，但并非不受任何限制，如本案中航空业惯例就是对法官自由裁量权的一个限制。故B项错误。
当代中国法的渊源主要为以宪法为核心的各种制定法，包括宪法、法律、行政法规、地方性法规、自治条例和单行条例、规章、国际条约、国际惯例等。故C项正确。
行业惯例是法的非正式渊源，当法律决定不能从正式渊源中找到确定的大前提时，就需要诉诸非正式渊源。故D项正确。"
"55.2016/1/57/多
耀亚公司未经依法批准经营危险化学品，2003年7月14日被区工商分局依据《危险化学品安全管
理条例》罚款40万元。耀亚公司以处罚违法为由诉至法院。法院查明，《安全生产法》规定对该种行
为的罚款不得超过10万元。关于该案，下列哪些说法是正确的？ 【BC】
A.《危险化学品安全管理条例》与《安全生产法》的效力位阶相同
B.《安全生产法》中有关行政处罚的法律规范属于公法
C.应适用《安全生产法》判断行政处罚的合法性
D.法院可在判决中撤销《危险化学品安全管理条例》中与上位法相抵触的条款","不同位阶的法的渊源之间的冲突原则；公法、社会法与私法的含义与区别［BC］
［解析］《危险化学品安全管理条例》属于行政法规，《安全生产法》属于法律（狭义），后者效力位阶高于前者。故A项错误。
公法的调整对象至少有一方是国家机关的行为；私法的调整对象是私主体行为。现在公认的公法部门包括了宪法和行政法等；私法包括了民法和商法等。《安全生产法》中有关行政处罚的法律规范属于行政法，因此是公法。故B项正确。
根据上位法优于下位法的原则，当两者规定冲突时，应适用位阶高的上位法《安全生产法》的规定。故C项正确。
《危险化学品安全管理条例》是国务院制定的行政法规。《立法法》第108条规定，全国人民代表大会常务委员会有权撤销同宪法和法律相抵触的行政法规。因此，法院无权撤销该条例，该条例的撤销只能由全国人大常委会作出。故D项错误。"
"56.2016/1/58/多
特别法优先原则是解决同位阶的法的渊源冲突时所依凭的一项原则。关于该原则，下列哪些选项是
正确的？ 【ABCD】
A.同一机关制定的特别规定相对于同时施行或在前施行的一般规定优先适用
B.同一法律内部的规则规定相对于原则规定优先适用
C.同一法律内部的分则规定相对于总则规定优先适用
D.同一法律内部的具体规定相对于一般规定优先适用","同一位阶的法的渊源之间的冲突原则［ABCD］
［解析］《立法法》第103条规定：“同一机关制定的法律、行政法规、地方性法规、自治条例和单行条例、规章，特别规定与一般规定不一致的，适用特别规定；新的规定与旧的规定不一致的，适用新的规定。”故A项正确。
在同一法律内部，规则相对于原则优先使用，只有穷尽法律规则，始得适用法律原则。故B项正确。
分则相对于总则，具体规定相对于一般规定优先适用。故C项正确。
具体规定比一般规定更为明确和确定，应优先适用。故D项正确。"
"57.2015/1/89/任
李某因热水器漏电受伤，经鉴定为重伤，遂诉至法院要求厂家赔偿损失，其中包括精神损害赔偿。
庭审时被告代理律师辩称，一年前该法院在审理一起类似案件时并未判决给予精神损害赔偿，本案也应
作相同处理。但法院援引最新颁布的司法解释，支持了李某的诉讼请求。关于此案，下列认识正确的
是： 【BC】
A.“经鉴定为重伤”是价值判断而非事实判断
B.此案表明判例不是我国正式的法的渊源
C.被告律师运用了类比推理
D.法院生效的判决具有普遍约束力","法的价值；法律推理；法的渊源［BC］
［解析］人们对于法律问题的认识与审视，大致可以包括两个基本的方面：一是人们必须从自身的需要出发，来衡量法律的存在与人的关系以及对人的价值和意义，这就是价值性认识；二是对法律问题进行符合其本来面目的反映和描述，这种认识也可以称为事实性认识。由此种认识出发，对于法律问题的判断也可以分为两类：一是价值判断；二是事实判断。所谓价值判断，是指某一特定的客体对特定的主体有无价值、有什么价值、有多大价值的判断。所谓事实判断，在法学上是用来指称对客观存在的法律原则、规则、制度等所进行的客观分析与判断。在法律的实施过程中，对案件事实的认定总体上属于事实判断，但是认定案件事实离不开证据，一个证据有无证明力以及证明力大小需要相关主体做价值判断。A项，“经鉴定为重伤”是对案件事实的认识，属于事实判断。故A项错误。
本案中，法院援引司法解释而非判例，对案件作出了判决，这是因为判例不是我国正式的法的渊源，不具有普遍约束力。故B项正确。
本案被告律师援引判例运用的是类比推理，通过两个案件的对比得出结论。所谓类比推理，就是根据两个或两类事物在某些属性上是相似的，从而推导出它们在另一个或另一些属性上也是相似的。故C项正确。
法院判决属于非规范性法律文件。非规范性法律文件，是指判决书、裁定书、逮捕证、许可证、合同等专门针对当事人生效的法律文件。这些文件经过法定程序之后具有法律效力，但是不具有普遍约束力。故D项错误。"
"58.2014/1/12/单
原告与被告系亲兄弟，父母退休后与被告共同居住并由其赡养。父亲去世时被告独自料理后事，未
通知原告参加。原告以被告侵犯其悼念权为由诉至法院。法院认为，按照我国民间习惯，原告有权对死
者进行悼念，但现行法律对此没有规定，该诉讼请求于法无据，判决原告败诉。关于此案，下列哪一说
法是错误的？ 【A】
A.本案中的被告侵犯了原告的经济、社会、文化权利
B.习惯在我国是一种非正式的法的渊源
C.法院之所以未支持原告诉讼请求，理由在于被告侵犯的权利并非法定权利
D.在本案中法官对判决进行了法律证成","正式的法的渊源与非正式的法的渊源；法适用的一般原理［A］
［解析］A项和C项考查权利与法定权利的区分。法定权利仅仅是指被法律化的那部分权利，由此可见，是否被法律明文规定或明确保护，是区分法定权利与权利的主要标准。本题中，悼念权并没有明文的法律规定，因此，悼念权只是普通的“权利”，而不是“法定权利”，法院也因此而判决原告败诉。故C项正确。同理，A项中提到的“经济、社会、文化权利”是宪法专有概念，主要内容是：经济权利主要包括财产权、劳动权、休息权、物质帮助权；文化权利主要包括受教育权、科学文化权利；社会权利主要包括社会保障权、退休权以及婚姻、家庭、母亲、儿童等受国家保护权利。悼念权不属于“法定权利”，更谈不上“经济、社会、文化权利”。故A项错误。
正式的法的渊源主要表现为宪法、法律、行政法规、地方性法规、经济特区法规等具有条文形式的规范性法律文件。非正式的渊源则主要表现为道德、政策、习惯等。原告有权对死者进行悼念，这是一种习惯权利，属于非正式的法的渊源。故B项正确。
本题中，法官认为“现行法律对此没有规定，该诉讼请求于法无据”，从而得出“原告败诉”的结论，这正是采用了法律证成的方法。故D项正确。"
"59.1995年颁布的《保险法》第91条规定：“保险公司的设立、变更、解散和清算事项，本法未作
规定的，适用公司法和其他有关法律、行政法规的规定。”2009年修订的《保险法》第94条规定：“保
险公司，除本法另有规定外，适用《中华人民共和国公司法》的规定。”请回答(1)、(2)题。
(1)2012/1/86/任
根据法的渊源的知识，关于《保险法》上述二条规定之间的关系，下列理解正确的是： 【A】
A.“前法”与“后法”之间的关系
B.“一般法”与“特别法”之间的关系
C.“上位法”与“下位法”之间的关系
D.法的正式渊源与法的非正式渊源之间的关系","法的渊源；正式的法的渊源与非正式的法的渊源［A］
［解析］同一位阶时的法律冲突的解决原则主要包括“全国性法律优先”“特别法优先” “新法优先”“实体法优先”“国际法优先”等。不同位阶时的法律冲突的解决原则需遵循“上位法优于下位法”原则。
A项考查“新法优先”原则。“新法优先”是指，同一机关对同一事项制定的新法和旧法不一致时，新法的效力优于旧法。题干中比较的是1995年《保险法》和2009年新《保险法》，属于新法与旧法（后法与前法）的关系。故A项正确。
B项考查“特别法优先”原则。特别法优先是指，同一机关制定的法律文件，如果特别规定与一般规定不一致的，适用特别规定。本题中的两个条文都属于《保险法》，不涉及一般法和特别法。故B项错误。
C项考查“上位法优先”原则。上位法优先是指，对同一事项有不同规定时，应优先适用更高位阶的法律或规定。本题中的两个条文都属于《保险法》，不涉及上位法和下位法。故C项错误。
本题两条款有明文规定的法律效力，均属于《保险法》，是法的正式渊源。故D项错误。"
"(2)2012/1/88/任
根据法的渊源及其效力原则，下列理解正确的是： 【ABC】
A.相对于《公司法》规定而言，《保险法》对保险公司所作规定属于“特别法”
B.《保险法》对保险公司的规定不同于《公司法》的，优先适用《保险法》
C.《保险法》对保险公司没有规定的，适用《公司法》
D.根据2009年修订的《保险法》第94条规定，对于保险公司的设立、变更、解散和清算事项，
《保险法》没有规定的，可以优先适用其他有关法律、行政法规的规定","法的渊源及其效力［ABC］
［解析］《公司法》调整一切公司，而《保险法》仅仅调整保险公司。故《保险法》对保险公司形式的规定，相对于《公司法》而言，属于特别法的规定。故A项正确。
特别法优于一般法，应优先适用《保险法》。《保险法》对保险公司没有规定的，才适用《公司法》。故B项正确。
若特别法缺乏相关规定，可以在一般法中进行寻找和适用。故C项正确。
根据题干中《保险法》第94条的规定，对于保险公司的设立、变更、解散和清算事项，《保险法》没有规定的，应当适用《公司法》的规定。故D项错误。"
"60.2011/1/14/单
甲法官处理一起伤害赔偿案件，耐心向被告乙解释计算赔偿数额的法律依据，并将最高法院公报发
布的已生效同类判决提供乙参考。乙接受甲法官建议，在民事调解书上签字赔偿了原告损失。关于本
案，下列哪一判断是正确的？ 【C】
A.法院已生效同类判决具有普遍约束力
B.甲法官在该案调解时适用了判例法
C.甲法官提供的指导性案例具有说服力
D.民事调解书经乙签署后即具有行政强制执行力","非正式法律渊源的种类及其效力；判例在我国现有法律体系中地位和效力［C］
［解析］法的效力可以分为规范性法律文件的效力和非规范性法律文件的效力。规范性法律文件的效力，也叫狭义的法的效力，指法律的生效范围或适用范围。非规范性法律文件的效力，指判决书、裁定书、逮捕证、许可证、合同等的法的效力。这些文件在经过法定程序之后也具有约束力，任何人不得违反。但是，非规范性法律文件是适用法律的结果而不是法律本身，因此不具有普遍约束力。本题中，法院已生效同类判决属于非规范性法律文件，它的效力仅及于该案，不具有普遍的约束力。故A项错误。
判例法，指基于法院的判决而形成的具有法律效力的判定，这种判定对以后的判决具有法律规范效力，能够作为法院判案的法律依据。判例法是英美法系国家的主要法律渊源。判例法的来源不是专门的立法机构，而是法官对案件的审理结果，它不是立法者创造的，而是司法者创造的，因此，判例法又称为法官法或普通法。我国是成文法国家，立法权由立法机关行使，法官没有立法权，在法律体系中不存在判例法。故B项错误。
判例属于我国的非正式的法的渊源。在我国，最高人民法院的裁判文书，由于具有最高的司法效力，因而对各级人民法院的审判工作具有重要的指导作用，同时还可以为法律、法规的制定和修改提供参考，也是法律专家和学者开展法律教学和研究的宝贵素材。故C项正确。
根据《民事诉讼法》第100条第3款规定，民事调解书须经双方当事人签收后才生效，D项所言民事调解书经乙签署后即生效是错误的。另外，即使民事调解书生效后也不会具有行政强制执行力。所谓行政强制执行力是指由行政机关所作出的行政行为所具有的强制执行力，它是针对行政行为而言的。而民事调解书的作出主体是法院，是一种司法行为，它生效后当事人只能向法院申请强制执行，具有的是司法强制执行力，而非行政强制执行力。故D项错误。"
"61.2011/1/53/多
1983年3月1日，全国人大常委会通过的《商标法》生效；2002年9月15日，国务院制定的《商
标法实施条例》生效；2002年10月16日，最高法院制定的《关于审理商标民事纠纷案件适用法律若
干问题的解释》施行。对此，下列哪些说法是正确的？ 【BC】
A.《商标法实施条例》是部门规章
B.《关于审理商标民事纠纷案件适用法律若干问题的解释》是司法解释
C.《商标法实施条例》的效力要低于《商标法》
D.《商标法实施条例》是《关于审理商标民事纠纷案件适用法律若干问题的解释》的母法","当代中国法律渊源；法律解释；法律效力［BC］
［解析］行政法规是指国家最高行政机关即国务院所制定的规范性文件。部门规章是指国务院各部委根据法律和国务院的行政法规制定的规章。《商标法实施条例》是国务院制定的，属于行政法规，而非部门规章。故A项错误。
司法解释是法律解释的一种，是由司法机关（最高法、最高检）对法律、法令的具体应用问题所作的解释。最高人民法院制定的《关于审理商标民事纠纷案件适用法律若干问题的解释》，属于司法解释。故B项正确。
行政法规的效力低于宪法和法律，不得与宪法和法律相抵触。《商标法》属于法律，故《商标法实施条例》的效力要低于《商标法》。故C项正确。
本题中，《关于审理商标民事纠纷案件适用法律若干问题的解释》是最高法院作出的司法解释，其解释的对象是法律，即《商标法》，其无权对国务院制定的行政法规《商标法实施条例》作出解释。另外，母法，是指国家制定某项规定，以某部上位法为依据，该上位法为母法。往往特指宪法及宪法以外的其他法律。因此，《商标法》是该司法解释的母法。故D项错误。"
