Question,Answer
"11.2009/1/31/单
由于甲国海盗严重危及国际海运要道的运输安全，在甲国请求下，联合国安理会通过决议，授权他
国军舰在经甲国同意的情况下，在规定期限可以进入甲国领海打击海盗。据此决议，乙国军舰进入甲国
领海解救被海盗追赶的丙国商船。对此，下列哪一选项是正确的？ 【C】
A.安理会无权作出授权外国军舰进入甲国领海打击海盗的决议
B.外国军舰可以根据安理会决议进入任何国家的领海打击海盗
C.安理会的决议不能使军舰进入领海打击海盗成为国际习惯法
D.乙国军舰为解救丙国商船而进入甲国领海属于保护性管辖","安理会的职权；国家管辖权［C］
［解析］安理会是联合国唯一有权采取行动的机关，维护国际和平与安全是其主要职能。本题中，甲国海盗已严重危及国际海运的安全，安理会有权作出授权外国军舰打击海盗的决议。故A项错误。
安理会的决议有明确的针对性，各国不能超出决议范围行事，否则将违反国际法。本题中，根据安理会决议，外国军舰打击海盗的范围限于甲国领海，且须经过甲国同意，若其进入任一其他国家领海则将构成对该国领土主权的侵犯。故B项错误。
国际习惯是产生普遍拘束力的习惯做法。安理会的单个决议并不具备国际习惯产生的要件，只有该决议被反复一致地适用，产生国际上普遍拘束力，才可能成为国际习惯法，从而被国际社会所遵守。故C项正确。
保护性管辖是指国家对于在其领土范围以外从事严重侵害该国或其公民重大利益的行为的外国人进行管辖的权利。一国行使保护性管辖必须是该侵害行为根据该国国内法与行为地法均构成犯罪。普遍性管辖权是指根据国际法的规定，对于危害国际安全与和平及全人类利益的某些国际犯罪行为，不论该行为人国籍及行为发生地，各国都有进行管辖的权利。本题中，乙国军舰为解救丙国商船而进入甲国领海的行为属于普遍性管辖。故D项错误。"
"考点8 国际法律责任
12.2011/1/32/单
甲国某核电站因极强地震引发爆炸后，甲国政府依国内法批准将核电站含低浓度放射性物质的大量
污水排入大海。乙国海域与甲国毗邻，均为《关于核损害的民事责任的维也纳公约》缔约国。下列哪一
说法是正确的？ 【C】
A.甲国领土范围发生的事情属于甲国内政
B.甲国排污应当得到国际海事组织同意
C.甲国对排污的行为负有国际法律责任，乙国可通过协商与甲国共同解决排污问题
D.根据“污染者付费”原则，只能由致害方，即该核电站所属电力公司承担全部责任","国际责任中的国际赔偿责任制度；国际海事组织［C］
［解析］国际赔偿责任专门针对国家从事某些具有跨国性危害的开发或试验性活动而设置。《关于核损害的民事责任的维也纳公约》实行双重责任制度，国家和营运人共同承担对外国损害的赔偿责任。国家保证营运人的赔偿责任，并在营运人不足赔偿的情况下，对规定的限额进行赔偿。本题中核污染造成跨国危害，已不属于内政范围，甲国对此承担国际法律责任，并与营运人共同承担赔偿责任。故A、D项错误，C项正确。
国际海事组织的宗旨是为促进各国间的航运技术合作，鼓励各国在促进海上安全，提高船舶航行效率，防止和控制船舶对海洋污染方面采取统一的标准，处理有关的法律问题。本题不是船舶对海洋的污染，不需要得到国际海事组织的同意。故B项错误。"
"13.2008/1/30/单
甲乙两国1990年建立大使级外交关系，并缔结了双边的《外交特权豁免议定书》。2007年两国
交恶，甲国先宣布将其驻乙国的外交代表机构由大使馆降为代办处，乙国遂宣布断绝与甲国的外交关
系。之后，双方分别撤走了各自驻对方的使馆人员。对此，下列哪一选项是正确的？ 【C】
A.甲国的行为违反国际法，应承担国家责任
B.乙国的行为违反国际法，应承担国家责任
C.上述《外交特权豁免议定书》终止执行
D.甲国可以查封没收乙国使馆在甲国的财产","国际法律责任［C］
［解析］一国有与他国建交或者断绝外交关系的权利，这属于一国的内政，是国家主权的内容之一，他国不得干涉。甲、乙两国行为并不违反国际法，也不应承担国际法上的国家责任。故A、B项错误。
根据《维也纳条约法公约》的有关规定，两国间签订的以外交关系为适用对象的《外交特权豁免议定书》，由于两国断绝外交关系而终止。故C项正确。
根据《维也纳外交关系公约》的规定，使馆的财产和档案无论何时何处，均不得侵犯，即使两国断交、使馆馆长长期或暂时撤退、发生冲突时都不例外。因此D项错误。"
"14.2008/1/32/单
克森公司是甲国的一家国有物资公司。去年，该公司与乙国驻丙国的使馆就向该使馆提供馆舍修缮
材料事宜，签订了一项供货协议。后来，由于使馆认为克森公司交货存在质量瑕疵，双方产生纠纷。根
据国际法的有关规则，下列哪一选项是正确的？ 【C】
A.乙国使馆无权在丙国法院就上述事项提起诉讼
B.克森公司在丙国应享有司法管辖豁免
C.乙国使馆可以就该事项向甲国法院提起诉讼
D.甲国须对克森公司的上述行为承担国家责任","国家责任；国家豁免权［C］
［解析］国家主权豁免放弃包括明示放弃和默示放弃两种。其中，默示放弃包括国家作为原告在外国法院提起诉讼、正式出庭应诉、提起反诉或作为利害关系人介入特定诉讼等“诉”的行为。一国驻外使馆属于驻外国家机关，其行为归因于派遣国，若乙国使馆在丙国法院起诉，意味着乙国就本案放弃管辖豁免权，这是国际法允许的。故A项错误。
国有企业的国有资产在商事交往过程中，一律不享有豁免权。因此，克森公司不享有司法管辖豁免。故B项错误。
尽管甲国非乙国使馆驻在国，但克森公司是甲国公司，乙国使馆可以作为普通原告就该事项向甲国法院提起诉讼。故C项正确。
克森公司虽为国有公司，但其与乙国使馆之间的纠纷属一般的商业行为纠纷，并不是国际法上的国家行为，所以甲国不应承担国家责任。故D项错误。"
"第三章 国际法上的空间划分
考点9 领土制度
15.2016/1/33/单
甲乙两国边界附近爆发部落武装冲突，致两国界标被毁，甲国一些边民趁乱偷渡至乙国境内。依相
关国际法规则，下列哪一选项是正确的？ 【D】
A.甲国发现界标被毁后应尽速修复或重建，无需通知乙国
B.只有甲国边境管理部门才能处理偷渡到乙国的甲国公民
C.偷渡到乙国的甲国公民，仅能由乙国边境管理部门处理
D.甲乙两国对界标的维护负有共同责任","边境制度［D］
［解析］依据国际法，关于边界的维护，双方都应采取必要的措施防止界标被移动、损坏和灭失。若一方发现界标被损坏，应尽快通知另一方，在双方代表在场的情况下修复或重建。在本题中，甲国发现界标被毁后应尽快通知另一方，不能单独修复或重建。故A项错误。
关于甲国一些公民趁机偷渡到另一国的处理，两国对之都有管辖权，应由两国共同处理，B项与C项均强调只能由一国的边界管理部门处理。故B、C项错误。
甲、乙两国对界标的维护负有共同责任。故D项正确。"
"16.2016/1/75/多
关于领土的合法取得，依当代国际法，下列哪些选项是正确的？ 【AC】
A.甲国围海造田，未对他国造成影响
B.乙国屯兵邻国边境，邻国被迫与其签订条约割让部分领土
C.丙国与其邻国经平等协商，将各自边界的部分领土相互交换
D.丁国最近二十年派兵持续控制其邻国部分领土，并对外宣称拥有主权","领土的取得方式［AC］
［解析］在国际法上传统的领土取得方式有：先占、时效、添附、征服、割让。
甲国围海造田，没有损害他国的利益，属于人工添附的领土取得方式。故A项正确。
乙国邻国同意割让其部分领土，是基于其武力胁迫，属于强制割让。从现代国际法看，由战争或不平等条约造成的割让都是违反国际法的。故B项错误。
丙国与其邻国经平等协商，将各自边界的部分领土相互交换，为合法。故C项正确。
丁国派兵持续控制邻国部分领土，其本身非法，同时国际法上对取得时效的期限并无明确规定，时效现在基本没有普遍适用意义。故D项错误。"
"17.2011/1/75/多
甲国发生内战，乙国拟派民航包机将其侨民接回，飞机需要飞越丙国领空。根据国际法相关规则，
下列哪些选项是正确的？ 【BC】
A.乙国飞机因接其侨民，得自行飞越丙国领空
B.乙国飞机未经甲国许可，不得飞入甲国领空
C.乙国飞机未经允许飞越丙国领空，丙国有权要求其在指定地点降落
D.丙国军机有权在警告后将未经许可飞越丙国领空的乙国飞机击落","《芝加哥公约》的领空主权原则［BC］
［解析］国家对于其领土上空的空气空间享有绝对主权。没有得到地面国家许可，外国航空器不得飞经或飞入。故A项错误，B项正确。
对于非法入境的外国航空器，国家有权采取措施。采取符合国际法有关规则的任何适当手段，包括要求其终止此类侵犯立即离境或要求其在指定地点降落等，但不得危及航空器内人员的生命和航空器的安全，避免使用武器。故C项正确，D项错误。"
"考点10 河流制度
18.2019回忆/单
碧水河为甲乙两国的界河，双方对界河的划界使用没有另行约定，根据国际法的相关规则，下列哪
一行为是合法的？ 【B】
A.甲国渔民在整个河面上捕鱼
B.甲国渔船遭遇狂风，为紧急避险可未经许可停靠乙国河岸
C.乙国可不经甲国许可在碧水河修建堤坝
D.乙国发生旱灾，可不经甲国许可炸开自己一方堤坝灌溉农田","界水［B］
［解析］界河以主航道或河道中心线为界，一般而言各国行为须恪守界线，渔民一般只能在界河的本国一侧捕鱼。故A项错误。
相邻国家在界水上享有平等的航行权，船舶在航行时应该具有明显的国籍标志。除遇难或有其他特殊情况外，一方船舶未经允许不得在对方靠岸停泊。本案中，甲国渔船在遇险的紧急情况下可以不经许可停靠乙国河岸避险。故B项正确。
一方如欲在界水上建造工程设施，如桥梁、堤坝等，应取得另一方的同意。故C项错误。
一国在使用界水时，不得损害邻国的利益。包括不得采取可能使河流枯竭或泛滥的措施，更不得单方故意使河水改道。故D项错误。"
"19.2011/1/74/多
甲河是多国河流，乙河是国际河流。根据国际法相关规则，下列哪些选项是正确的？ 【AC】
A.甲河沿岸国对甲河流经本国的河段拥有主权
B.甲河上游国家可对自己享有主权的河段进行改道工程，以解决自身缺水问题
C.乙河对非沿岸国商船也开放
D.乙河的国际河流性质决定了其属于人类共同的财产","多国河流与国际河流的区别［AC］
［解析］多国河流是流经两个或两个以上国家领土的河流，多国河流流经各国的河段分别属于各国领土，各国分别对位于其领土的一段拥有主权。各国不得有害地利用该河流，不得使河流改道或堵塞。故A项正确，B项错误。
国际河流是通过条约规定对所有国家开放航行的多国河流。国际河流一般允许所有国家的船舶特别是商船无害通过，国际河流流经各国领土的河段仍然是该国主权下的领土。故C项正确，D项错误。"
"20.2006/1/30/单
风光秀丽的纳列温河是甲国和乙国的界河。两国的边界线确定为该河流的主航道中心线。甲乙两国
间没有其他涉及界河制度的条约。现甲国提议开发纳列温河的旅游资源，相关旅行社也设计了一系列界
河水上旅游项目。根据国际法的相关原则和规则，下列哪一项活动不需要经过乙国的同意，甲国即可以
合法从事？ 【D】
A.在纳列温河甲国一侧修建抵近主航道的大型观光栈桥
B.游客乘甲国的旅游船抵达乙国河岸停泊观光，但不上岸
C.游客乘甲国渔船在整条河中进行垂钓和捕捞活动
D.游客乘甲国游船在主航道上沿河航行游览","界河［D］
［解析］本题中的纳列温河是甲国和乙国的界河，所以该河流是两国的界水。关于界水的利用和保护一般由边界文件加以规定。一般沿岸国对界水有共同的使用权。一国如欲在界水上建造工程设施，如桥梁、堤坝等，应取得另一方的同意，故A项错误。
除遇难或有其他特殊情况外，一方船舶不得在对方靠岸停泊，故B项错误。
界河分属沿岸国家的部分为该国领土，处于该国主权之下，所以渔民一般只能在界水的本国一侧捕鱼，故C项错误。
相邻国家在界水上享有平等的航行权，在主航道上沿河航行不需要经过乙国的同意，故D项正确。"
"考点11 领海
21.2021回忆/单
根据《联合国海洋法公约》以及我国相关法律规定，下列哪一说法是正确的？ 【C】
A.甲国军舰可以无须事先征得许可而在我国领海无害通过
B.我国军舰可以从毗连区开始实施紧追权，到公海时紧追应终止
C.乙国有权在我国大陆架铺设电缆，但铺设线路计划需要取得我国同意
D.丙国商务飞机可以在我国领海上空无害通过","领海；毗连区；大陆架法律制度［C］
［解析］领海中的无害通过权只适用于船舶，不适用于飞机。对于军舰是否享有无害通过权，各国实践并不一致，根据《领海及毗连区法》规定，外国军用船舶通过中国领海，须经中国政府批准。因此A、D项错误。
紧追权是沿海国拥有对违反其法规并从该国管辖范围的海域向公海行驶的外国船舶进行追逐的权利。紧追可以开始于一国的内水、领海、毗连区或专属经济区，可以追入公海中继续进行，直至追上并采取措施，但必须是连续不断的。因此B项错误。
根据《专属经济区和大陆架法》规定，任何国家在遵守国际法和我国立法的前提下，在中华人民共和国的专属经济区和大陆架享有铺设海底电缆和管道的自由。铺设海底电缆和管道的路线，必须经中华人民共和国主管机关批准。因此C项正确。"
"22.2016/1/76/多
“青田”号是甲国的货轮、“前进”号是乙国的油轮、“阳光”号是丙国的科考船，三船通过丁国领
海。依《联合国海洋法公约》，下列哪些选项是正确的？ 【BC】
A.丁国有关对油轮实行分道航行的规定是对“前进”号油轮的歧视
B.“阳光”号在丁国领海进行测量活动是违反无害通过的
C.“青田”号无须事先通知或征得丁国许可即可连续不断地通过丁国领海
D.丁国可以对通过其领海的外国船舶征收费用","领海及领海制度［BC］
［解析］沿海国可制定有关无害通过的法规，指定海道或分道航行，为国家安全可在特定水域暂停实行无害通过。丁国对“前进”号油轮实行分道航行的规定符合法律规定，并非歧视。故A项错误。
无害通过必须满足不损害沿海国和平、安定和正常秩序的条件。违反上述条件即为有害，其中包括进行研究和测量活动。因此，“阳光”号在丁国领海进行测量活动是违反无害通过的。故B项正确。
“青田”号作为甲国货轮，拥有无须事先通知或征得沿海国许可而连续不断地通过其领海的航行权利。故C项正确。
无害通过是任何国家都拥有的一项权利，沿海国不应对此进行妨碍，不得仅以通过领海为由向外国船舶征收费用。故D项错误。"
"考点12 毗连区
23.2020回忆/单
根据《联合国海洋法公约》和中国相关规则和实践，下列哪一选项是正确的？ 【D】
A.甲国军用飞机须经我国同意方能飞越我国毗连区
B.甲国潜水艇必须浮出水面并展示船旗才能通过我国毗连区
C.甲国渔民在我国大陆架捕杀濒危海龟，依照我国刑法追究刑事责任
D.联合国某专门机构的科考船在我国专属经济区科学考察，须经我国同意","毗连区；专属经济区；大陆架［D］
［解析］毗连区不是国家领土，国家对毗连区不享有主权。因此，各国的飞机在符合国际法和我国法律的情况下可以自由航行和飞越，故A项错误。B项规定存在于领海的无害通过权制度中，对于毗连区没有相关限制性规定，故B项错误。【知识拓展】国家可以在毗连区内行使为下列事项所必要的管制:（1）防止在其领土或领海内违反其海关、财政、移民或卫生的法律或规章;（2）惩处在其领土或领海内违反上述法规的行为。
根据我国《专属经济区和大陆架法》的规定，我国对大陆架上的自然资源行使主权权利。我国对在专属经济区和大陆架违反我国法律、法规的行为，有权采取必要措施，依法追究法律责任，但并没有关于C项的明确规定。另外本题是单选题，以选择最优选项的原则，也应排除C项。
根据我国《专属经济区和大陆架法》的规定，任何国际组织、外国的组织或者个人在中华人民共和国的专属经济区和大陆架进行海洋科学研究，必须经中华人民共和国主管机关批准，并遵守中华人民共和国的法律、法规。故D项正确。"
"24.2011/1/97/任
A公司和B公司于2011年5月20日签订合同，由A公司将一批平板电脑售卖给B公司。A公司和B公
司营业地分别位于甲国和乙国，两国均为《联合国国际货物销售合同公约》缔约国。合同项下的货物由
丙国C公司的“潇湘”号商船承运，装运港是甲国某港口，目的港是乙国某港口。在运输途中，B公司与
中国D公司就货物转卖达成协议。
“潇湘”号运送该批平板电脑的航行路线要经过丁国的毗连区。根据《联合国海洋法公约》，下列选
项正确的是： 【D】
A.“潇湘”号在丁国毗连区通过时的权利和义务与在丁国领海的无害通过相同
B.丁国可在“潇湘”号通过时对毗连区上空进行管制
C.丁国可根据其毗连区领土主权对“潇湘”号等船舶规定分道航行
D.“潇湘”号应遵守丁国在海关、财政、移民和卫生等方面的法律规定","毗连区；领海［D］
［解析］无害通过权是外国船舶在沿海国领海上享有的一种权利，而船舶通过毗连区的权利性质取决于所依附的领海，或为专属经济区或公海。毗连区不构成国家领土的组成部分，不适用无害通过制度。故A项错误。
毗连区不是国家领土，国家对毗连区不享有主权，而且国家对于毗连区的管制不包括其上空。故B项错误。
分道通航是航海国为了航行安全，对外国船舶通过领海或用于国际航行的海峡所设定的航行管理制度，不适用于毗连区。外国船舶在沿海国的毗连区可以自由航行，不能采用分道航行。故C项错误。
国家可以在毗连区内行使为下列事项所必要的管制：一是防止在其领土或领海内违反其海关、财政、移民和卫生等方面的法律或规章；二是惩处在其领土或领海内违反上述法规的行为。故D项正确。"
