Question,Answer
"考点4 公司资本
9.2014/3/68/多
2014年5月，甲乙丙丁四人拟设立一家有限责任公司。关于该公司的注册资本与出资，下列哪些
表述是正确的？ 【ABD】
A.公司注册资本可以登记为1元人民币
B.公司章程应载明其注册资本
C.公司营业执照不必载明其注册资本
D.公司章程可以要求股东出资须经验资机构验资","公司的注册资本与出资［ABD］
［解析］《公司法》第47条规定，有限责任公司的注册资本为在公司登记机关登记的全体股东认缴的出资额。现行《公司法》对普通公司最低注册资本没有限制，公司的注册资本可以是1元，故A项正确。
《公司法》第46条第1款规定：“有限责任公司章程应当载明下列事项：……（三）公司注册资本；……”据此，公司注册资本属于公司章程的绝对记载事项，故B项正确。
《公司法》第33条第2款规定，公司营业执照应当载明公司的名称、住所、注册资本、经营范围、法定代表人姓名等事项。据此，公司注册资本属于公司营业执照的法定记载事项，故C项错误。
《公司法》没有规定有限责任公司股东出资时需要验资，但公司章程可以规定股东出资必须经过验资，这属于公司自治的范畴，故D项正确。"
"10.2010/3/26/单
甲乙丙三人拟成立一家小规模商贸有限责任公司，注册资本为八万元，甲以一辆面包车出资，乙以
货币出资，丙以实用新型专利出资。对此，下列哪一表述是正确的？ 【C】
A.甲出资的面包车无需移转所有权，但须交公司管理和使用
B.乙的货币出资不能少于二万元
C.丙的专利出资作价可达到四万元
D.公司首期出资不得低于注册资本的30%","出资方式［C］
［解析］《公司法》第49条第2款规定：“股东以货币出资的，应当将货币出资足额存入有限责任公司在银行开设的账户；以非货币财产出资的，应当依法办理其财产权的转移手续。”本题中，甲以面包车出资，应把面包车的所有权转移给商贸公司。故A项错误。
《公司法》对公司股东货币的出资额以及公司首期出资比例未设定法定最低限额，公司章程可以自行约定。故B、D项错误，C项正确。"
"考点5 公司的章程
11.2019回忆/单
甲、乙、丙、丁四人共同出资成立瀚林公司。协商制定公司章程时甲未出席，乙、丙、丁一致同意
章程规定并签字，乙伪造了甲的签字。公司成立后，四位股东协商一致共同签署一份协议，就股东之间
的权利义务等事宜进行了约定。下列哪一项说法是正确的？ 【D】
A.四位股东签署的协议是公司章程的一部分
B.公司章程经过四分之三的股东通过，已经生效
C.四位股东协商一致签署的协议具有与公司章程相同的法律效力
D.公司章程未经登记不能对抗第三人","公司章程的生效［D］
［解析］股东协议与公司章程彼此独立，性质、适用范围、效力均不同，故A、C项错误。公司章程需经全体股东协商一致才能生效，故B项错误。公司章程应当进行登记，未经登记不能对抗第三人，故D项正确。"
"12.2016/3/28/单
烽源有限公司的章程规定，金额超过10万元的合同由董事会批准。蔡某是烽源公司的总经理。因
公司业务需要车辆，蔡某便将自己的轿车租给烽源公司，并约定年租金15万元。后蔡某要求公司支付
租金，股东们获知此事，一致认为租金太高，不同意支付。关于本案，下列哪一选项是正确的？
【D】
A.该租赁合同无效
B.股东会可以解聘蔡某
C.该章程规定对蔡某没有约束力
D.烽源公司有权拒绝支付租金","忠诚义务［D］
［解析］根据《公司法》第182条和第186条规定，董事、监事、高级管理人员，直接或者间接与本公司订立合同或者进行交易，应当就与订立合同或者进行交易有关的事项向董事会或者股东会报告，并按照公司章程的规定经董事会或者股东会决议通过。违反上述规定所得的收入，应当归公司所有。这是对公司高管忠诚、勤勉义务的规定。蔡某擅自实施的“自我交易行为”虽然违反了公司高管对公司的忠诚、勤勉义务，且合同金额达到15万元，根据公司章程需要经过董事会批准，但此行为并没有违反合同无效的强制性规定，并不能因此直接认定该行为无效，故A项错误。但高管违反对公司的忠诚义务所得的收入（租金），公司有权收归公司所有，故无需向蔡某支付租金，D项正确。
《公司法》第67条第2款第8项规定，董事会有权决定聘任或者解聘公司经理及其报酬事项，并根据经理的提名决定聘任或者解聘公司副经理、财务负责人及其报酬事项。据此，蔡某作为公司总经理，其解聘应由董事会作出，而非股东会。故B项错误。
《公司法》第5条规定：“设立公司应当依法制定公司章程。公司章程对公司、股东、董事、监事、高级管理人员具有约束力。”第265条第1项规定，高级管理人员，是指公司的经理、副经理、财务负责人，上市公司董事会秘书和公司章程规定的其他人员。本题中，蔡某为公司的总经理，属于公司高管，公司章程当然对蔡某具有约束力。故C项错误。"
"13.2016/3/68/多
科鼎有限公司设立时，股东们围绕公司章程的制订进行讨论，并按公司的实际需求拟定条款规则。
关于该章程条款，下列哪些说法是正确的？ 【AB】
A.股东会会议召开7日前通知全体股东
B.公司解散需全体股东同意
C.董事表决权按所代表股东的出资比例行使
D.全体监事均由不担任董事的股东出任","公司章程；有限公司的组织机构［AB］
［解析］《公司法》第64条第1款规定：“召开股东会会议，应当于会议召开十五日前通知全体股东；但是，公司章程另有规定或者全体股东另有约定的除外。”由此可知，公司章程可以对股东会会议召开的通知时间另外作出规定。故A项正确。
《公司法》第66条第3款规定：“股东会作出修改公司章程、增加或者减少注册资本的决议，以及公司合并、分立、解散或者变更公司形式的决议，应当经代表三分之二以上表决权的股东通过。”选项中公司章程规定全体股东同意才能解散公司的说法并不违反法律规定。故B项正确。
《公司法》第73条第3款规定：“董事会决议的表决，应当一人一票。”这属于法律的强制性规定，公司章程的规定与之冲突的无效，故C项错误。
《公司法》第76条第2款规定：“监事会成员为三人以上。监事会成员应当包括股东代表和适当比例的公司职工代表，其中职工代表的比例不得低于三分之一，具体比例由公司章程规定。监事会中的职工代表由公司职工通过职工代表大会、职工大会或者其他形式民主选举产生。”据此，有限公司监事会必须有适当比例的职工监事，因此，约定全部由股东担任不符合法律规定。故D项错误。"
"14.2013/3/68/多
甲、乙、丙设立一有限公司，制定了公司章程。下列哪些约定是合法的？ 【ABC】
A.甲、乙、丙不按照出资比例分配红利
B.由董事会直接决定公司的对外投资事宜
C.甲、乙、丙不按照出资比例行使表决权
D.由董事会直接决定其他人经投资而成为公司股东","有限责任公司章程［ABC］
［解析］《公司法》第210条第4款规定：“公司弥补亏损和提取公积金后所余税后利润，有限责任公司按照股东实缴的出资比例分配利润，全体股东约定不按照出资比例分配利润的除外；股份有限公司按照股东所持有的股份比例分配利润，公司章程另有规定的除外。”可见，公司章程可以约定不按出资比例分配红利。故A项正确。
《公司法》第15条第1款规定：“公司向其他企业投资或者为他人提供担保，按照公司章程的规定，由董事会或者股东会决议；……”根据上述规定，公司章程对于对外投资事宜可以由董事会决定，也可以由股东会决定，公司章程可以赋予董事会对外投资的决定权。故B项正确。
《公司法》第65条规定：“股东会会议由股东按照出资比例行使表决权；但是，公司章程另有规定的除外。”表决权行使按照什么规则行使，公司章程可以作出规定，如无规定的，则按照出资比例行使。故C项正确。
《公司法》第59条规定：“股东会行使下列职权：……（五）对公司增加或者减少注册资本作出决议；……”有限责任公司与股份有限公司相比较，人合性较强，若允许其他人经投资而成为新的股东，势必增加注册资本，需要经过股东会予以决定，董事会不享有此项权力。故D项错误。"
"第三节 公司的股东和股东权利
考点6 股东资格的取得与确认
15.2020回忆/多
潘某购买了岳某持有的甲公司股权，签订了股权转让协议，当天支付给岳某部分股权转让款，剩余
的部分分期支付。甲公司随后将潘某写入了股东名册，但尚未在工商行政管理部门办理股权变更登记。
对此，下列哪些说法是正确的？ 【CD】
A.在办理股权变更登记后，潘某才能取得股权
B.潘某已经取得支付了股权转让款的那部分股权
C.因为尚未办理股权变更登记，不得对抗善意第三人
D.潘某已经取得了购买的全部股权","股东资格的取得与确认［CD］
［解析］《公司法》第56条第2款规定：“记载于股东名册的股东，可以依股东名册主张行使股东权利。”据此,股东名册是确定股东资格的法定文件,甲公司已经将潘某写入了股东名册，因此潘某已经取得了股权，成为了股东。故A项错误，D项正确。股权转让可以分期付款，是否取得股权以股东名册为准，与分期付款无关，故B项错误。
《公司法》第34条第2款规定：“公司登记事项未经登记或者未经变更登记，不得对抗善意相对人。”根据《公司法》第32条规定，有限责任公司股东的姓名或者名称属于公司登记事项。对此，未办理变更登记的，不得对抗善意相对人。故C项正确。"
"16.2019回忆/多
甲是鼎泰公司股东，经公司过半数股东同意后于2018年3月和乙签署了股权转让合同，约定自
2018年1月1日开始计算乙的股东收益。但是，鼎泰公司的股东名册及相关文件至2018年5月才变更完
成。2018年4月，公司召开股东会决议向股东分红，但未分配给乙。下列哪些说法是正确的？
【BD】
A.乙有权申请法院确认公司分红决议无效
B.2018年4月决议作出后，鼎泰公司有权依据章程向甲分配利润
C.2018年4月决议作出后，乙可以向鼎泰公司主张分红
D.乙于2018年5月鼎泰公司办完变更手续后取得股权","股权转让；股东资格的取得［BD］
［解析］《公司法》第56条第2款规定：“记载于股东名册的股东，可以依股东名册主张行使股东权利。”股权转让时，受让人取得股东资格，与公司建立法律关系的证明应该是股东名册的变更。所以2018年5月公司股东名册及文件变更完成时，乙取得股东资格，D项正确。
2018年4月，甲还是鼎泰公司的股东，鼎泰公司有权依据章程向甲分配利润，故B项正确。甲、乙直接的约定有效，乙可以根据和甲的约定向甲追讨相关权益，但此时因乙尚未成为股东，不能直接向鼎泰公司主张分红，故C项错误。
《公司法》第25条规定：“公司股东会、董事会的决议内容违反法律、行政法规的无效。”本案中，鼎泰公司股东会决议依法分红，并没有违法违规之处，不存在决议无效的理由，故A项错误。"
"17.2014/3/27/单
严某为鑫佳有限责任公司股东。关于公司对严某签发出资证明书，下列哪一选项是正确的？
【B】
A.在严某认缴公司章程所规定的出资后，公司即须签发出资证明书
B.若严某遗失出资证明书，其股东资格并不因此丧失
C.出资证明书须载明严某以及其他股东的姓名、各自所缴纳的出资额
D.出资证明书在法律性质上属于有价证券","出资证明书；股东资格［B］
［解析］根据《公司法》第55条第1款规定，有限责任公司成立后，应当向股东签发出资证明书。可见，公司在成立之后才能向股东签发出资证明书，不可能在个别股东认缴出资之后当即向其签发出资证明书，故A项错误。
《公司法》第56条第2款规定，记载于股东名册的股东，可以依股东名册主张行使股东权利。据此，公司股东名册是股东资格的法定证明文件。相比之下，出资证明书只是认定股东资格的证明文件之一，并非法定证明文件，所以出资证明书遗失通常不影响股东资格的认定，更不会导致股东资格丧失，故B项正确。
根据《公司法》第55条第1款规定，出资证明书,应当记载下列事项：（1）公司名称；（2）公司成立日期；（3）公司注册资本；（4）股东的姓名或者名称、认缴和实缴的出资额、出资方式和出资日期；（5）出资证明书的编号和核发日期。据此，严某的出资证明书上只需要记载严某的姓名与出资额，不需要记载其他股东的姓名与出资额，股东名册上才需要记载所有股东的姓名与出资额，故C项错误。
有价证券具有流通性，出资证明书不可以变现流通，因此出资证明书不是有价证券，而股票具有流通性，属于有价证券。故D项错误。"
"18.2014/3/69/多
关于有限责任公司股东名册制度，下列哪些表述是正确的？ 【AC】
A.公司负有置备股东名册的法定义务
B.股东名册须提交于公司登记机关
C.股东可依据股东名册的记载，向公司主张行使股东权利
D.就股东事项，股东名册记载与公司登记之间不一致时，以公司登记为准","股东名册［AC］
［解析］《公司法》第56条第1款规定，有限责任公司应当置备股东名册。可知，置备股东名册是有限公司的法定义务，故A项正确。
《公司法》第56条第2款规定：“记载于股东名册的股东，可以依股东名册主张行使股东权利。”股东名册是股东行使权利的依据，故C项正确。
《公司法》第34条第2款规定：“公司登记事项未经登记或者未经变更登记，不得对抗善意相对人。”但是，《公司法》仅规定有限责任公司股东的姓名或者名称属于公司登记事项，未规定将股东名册提交于登记机关的义务，故B项错误。股东名册是确定股东资格的依据，股东名册与公司登记不一致的，以股东名册为准，而不是以登记为准，故D项错误。【特别提醒】需要指出的是，虽然股东资格以股东名册为准，但是股权未登记或未办理变更登记的，不具有对抗善意第三人的效力。"
"19.2012/3/26/单
甲、乙、丙拟共同出资50万元设立一有限公司。公司成立后，在其设置的股东名册中记载了甲乙
丙3人的姓名与出资额等事项，但在办理公司登记时遗漏了丙，使得公司登记的文件中股东只有甲乙2
人。下列哪一说法是正确的？ 【C】
A.丙不能取得股东资格
B.丙取得股东资格，但不能参与当年的分红
C.丙取得股东资格，但不能对抗第三人
D.丙不能取得股东资格，但可以参与当年的分红","股东资格的认定［C］
［解析］《公司法》第56条第2款规定：“记载于股东名册的股东，可以依股东名册主张行使股东权利。”《公司法》第34条第2款规定：“公司登记事项未经登记或者未经变更登记，不得对抗善意相对人。”可见，股东资格的认定以股东名册为标准，股权登记只具有对抗效力，丙已经记入了股东名册，因此具有股东资格。故C项正确，A项错误。
根据《公司法》第210条规定，公司弥补亏损和提取公积金后所余税后利润，有限责任公司按照股东实缴的出资比例分配利润，全体股东约定不按照出资比例分配利润的除外。据此，由于丙具有股东资格，在没有另外约定时，丙当然有按照实缴出资比例参与当年分红的权利。故B、D项错误。"
"20.2009/3/25/单
关于股东的表述，下列哪一选项是正确的？ 【B】
A.股东应当具有完全民事行为能力
B.股东资格可以作为遗产继承
C.非法人组织不能成为公司的股东
D.外国自然人不能成为我国公司的股东","股东资格［B］
［解析］法律对股东并无行为能力的要求，所以对于自然人股东，不以完全民事行为能力为必要要件，但发起人股东必须是完全民事行为能力人。故A项错误。
《公司法》第90条规定：“自然人股东死亡后，其合法继承人可以继承股东资格；但是，公司章程另有规定的除外。”可见，除章程另有规定的外，股东资格可以继承。故B项正确。
股东可以是自然人、法人、非法人组织，还可以是参与民事法律关系的国家，法律并未规定股东仅限本国人。故C、D项错误。"
"考点7 名义股东与实际股东
21.2020回忆/单
甲、乙、丙是某公司的股东，乙所持股份的实际出资人为丁，甲、丙对此知情，未提出异议。后乙
将所持股份全部转让给甲，并办理了转让登记。下列说法哪一项是正确的？ 【D】
A.丁有权撤销甲、乙之间的股份转让协议
B.丙有权就所转让股份优先行使购买权
C.甲有权主张自己取得乙转让的股份
D.丁可以要求甲返还股份","名义股东与实际股东；实际出资人显名的条件［D］
［解析］2019年《全国法院民商事审判工作会议纪要》（《九民纪要》）第28条规定了实际出资人显名的条件：“实际出资人能够提供证据证明有限责任公司过半数的其他股东知道其实际出资的事实，且对其实际行使股东权利未曾提出异议的，对实际出资人提出的登记为公司股东的请求，人民法院依法予以支持。公司以实际出资人的请求不符合公司法司法解释（三）第24条的规定为由抗辩的，人民法院不予支持。”本题中，甲、丙对“乙代持丁股份”一事知情，且无异议，实际出资人丁得以显名化，即使没有办理股权变更登记，在公司内部仍可认定丁为股东。因此，乙擅自处分丁的股份，构成无权处分，甲对此知情，不能善意取得股份，丁可要求甲向其返还股份。故C项错误，D项正确。
虽然乙为无权处分，但不影响乙、甲之间股份转让协议的效力，丁无权主张撤销该协议。故A项错误。
乙将股份转让给甲属于公司股东之间的内部转让，其他股东不享有优先购买权。故B项错误。"
