Question,Answer
"11.2014/2/77/多
程序正当是当代行政法的基本原则，遵守程序是行政行为合法的要求之一。下列哪些做法违背了这
一要求？ 【AD】
A.某环保局对当事人的处罚听证，由本案的调查人员担任听证主持人
B.某县政府自行决定征收基本农田35公顷
C.某公安局拟给予甲拘留10日的治安处罚，告知其可以申请听证
D.乙违反治安管理的事实清楚，某公安派出所当场对其作出罚款500元的处罚决定","程序正当原则［AD］
［解析］程序正当原则是指行政主体作出的行政行为应当遵守法律规定的程序要求，包括事前告知相对人及事后提供救济等内容。具体而言包括三个方面：（1）行政公开原则，即除涉及国家秘密和依法受到保护的商业秘密、个人隐私的外，行政机关实施行政管理应当公开；（2）公众参与原则，即行政机关作出重要的规定或决定时，应听取公众意见，尤其应当听取直接相对人与其他利害关系人的陈述或申辩；（3）回避原则，即行政机关的工作人员履行职责时，如与相对人存在利害关系的应当回避。
《行政处罚法》第64条对听证程序的回避制度已作了明确规定，听证程序的主持人不得为本案调查人员。因而由本案调查人员担任听证主持人的行为违反了程序正当原则中的回避要求。故A项当选。
《土地管理法》第46条规定，征收永久基本农田应由国务院批准，即国务院享有最终决定权。B项中，县政府自行决定征收基本农田（2019年《土地管理法》修订后称“永久基本农田”）35公顷的行为属于越权行为，违反了行政法的实体性基本原则，而非作为程序性基本原则之一的程序正当原则。故B项不当选。
《治安管理处罚法》第98条规定，公安机关作出吊销许可证以及处2000元以上罚款的治安管理处罚决定前，应当告知违反治安管理行为人有权要求举行听证。可见，行政拘留并非属于必须告知听证的事项。但因为听证对被处罚人有利，公安机关自愿告知被处罚人举行听证的，并不违法。故C项不当选。
《治安管理处罚法》第91条规定，公安派出所有权作出500元以下罚款的处罚决定。该法第100条规定，违反治安管理行为事实清楚，证据确凿，处警告或者200元以下罚款的，可以当场作出治安管理处罚决定。据此，当场作出处罚决定属于治安管理处罚的简易程序，而D项中公安派出所虽然有权作出罚款500元的处罚决定，但是由于高于200元的限额，因此不能适用简易程序，而应当遵循普通程序，其行为违反了程序正当原则。故D项当选。"
"第二章 行政主体
考点2 国务院行政机构的设置与编制管理
12.2021回忆/单
国务院扶贫开发领导小组是国务院的议事协调机构。为了建立防止返贫的长效机制，保证脱贫成效
持续稳定发展。2021年2月，在国务院扶贫开发领导小组办公室的基础上组建国务院的直属机构国家
乡村振兴局。下列哪一选项是正确的？ 【C】
A.国务院扶贫开发领导小组有独立的人员编制
B.国务院扶贫开发领导小组主管特定业务，行使行政管理职能
C.国家乡村振兴局的设立由国务院决定
D.国家乡村振兴局无权制定规章","国务院行政机构的设置［C］
［解析］《国务院行政机构设置和编制管理条例》第20条规定：“国务院议事协调机构不单独确定编制，所需要的编制由承担具体工作的国务院行政机构解决。”故A项错误。
《国务院行政机构设置和编制管理条例》第6条第7项规定，国务院议事协调机构承担跨国务院行政机构的重要业务工作的组织协调任务。该条第6项规定，国务院组成部门管理的国家行政机构由国务院组成部门管理，主管特定业务，行使行政管理职能。可见，B项所述内容属于国务院组成部门管理的国家行政机构的职能，议事协调机构负责在国务院的各部门之间“牵线搭桥”，一般不对外承担管理职能，故B项错误。
《国务院行政机构设置和编制管理条例》第8条规定：“国务院直属机构、国务院办事机构和国务院组成部门管理的国家行政机构的设立、撤销或者合并由国务院机构编制管理机关提出方案，报国务院决定。”故C项正确。【总结提示】国务院行政机构设置（设立、撤销、合并）的决定（批准）机关：去掉一高一低，其他都由国务院。即国务院组成部门（一高）的设置由全国人大或者全国人大常委会决定，处级内设机构（一低）的设置由本行政机构自己决定,其他国务院行政机构的设置均由国务院决定。
根据《立法法》第91条第1款规定，国务院直属机构主管国务院的某项专门业务，具有独立的行政管理职能，有权制定规章。故D项错误。
法条变更：《中华人民共和国立法法》根据2023年3月13日第十四届全国人民代表大会第一次会议《关于修改〈中华人民共和国立法法〉的决定》第二次修正"
"13.2013/2/44/单
国家海洋局为国务院组成部门管理的国家局。关于国家海洋局，下列哪一说法是正确的？ 【C】
A.有权制定规章
B.主管国务院的某项专门业务，具有独立的行政管理职能
C.该局的设立由国务院编制管理机关提出方案，报国务院决定
D.该局增设司级内设机构，由国务院编制管理机关审核批准","行政机构设置与编制［C］
［解析］《立法法》第91条第1款规定：“国务院各部、委员会、中国人民银行、审计署和具有行政管理职能的直属机构以及法律规定的机构，可以根据法律和国务院的行政法规、决定、命令，在本部门的权限范围内，制定规章。”因此，国务院组成部门管理的国家能源局并没有规章的制定权。故A项错误。
根据《国务院行政机构设置和编制管理条例》第6条第4、6款规定，国务院直属机构主管国务院的某项“专门业务”，具有“独立的”行政管理职能。而国务院组成部门管理的国家行政机构由国务院组成部门管理，主管“特定业务”，行使行政管理职能。因此，国家能源局的职权是主管特定业务，行使行政管理职能。故B项错误。
《国务院行政机构设置和编制管理条例》第8条规定：“国务院直属机构、国务院办事机构和国务院组成部门管理的国家行政机构的设立、撤销或者合并由国务院机构编制管理机关提出方案，报国务院决定。”因此，国家能源局作为国务院组成部门管理的国家行政机构，其设立应由国务院编制管理机关提出方案，报国务院决定。故C项正确。
《国务院行政机构设置和编制管理条例》第14条第1款规定：“国务院行政机构的司级内设机构的增设、撤销或者合并，经国务院机构编制管理机关审核方案，报国务院批准。”故D项错误。"
"14.2011/2/40/单
国家禁毒委员会为国务院议事协调机构。关于该机构，下列哪一说法是正确的？ 【C】
A.撤销由国务院机构编制管理机关决定
B.可以规定行政措施
C.议定事项经国务院同意，由有关的行政机构按各自的职责负责办理
D.可以设立司、处两级内设机构","国务院议事协调机构的撤销、职权与内设机构［C］
［解析］《国务院行政机构设置和编制管理条例》第11条规定：“国务院议事协调机构的设立、撤销或者合并，由国务院机构编制管理机关提出方案，报国务院决定。”据此，国务院议事协调机构的撤销由国务院决定，国务院机构编制管理机关仅提出方案，不具有决定权。故A项错误。
《国务院行政机构设置和编制管理条例》第6条第7款规定：“国务院议事协调机构承担跨国务院行政机构的重要业务工作的组织协调任务。国务院议事协调机构议定的事项，经国务院同意，由有关的行政机构按照各自的职责负责办理。在特殊或者紧急的情况下，经国务院同意，国务院议事协调机构可以规定临时性的行政管理措施。”据此，国务院议事协调机构一般没有独立的行政职能，即有权议事无权实施，经其议定的事项，经国务院同意，由有关的行政机构按照各自的职责负责办理。因此，国务院议事协调机构原则上没有规定行政措施的权力；只有在特殊或者紧急的情况下，经国务院同意，享有规定临时性管理措施的权限。故B项错误，C项正确。
《国务院行政机构设置和编制管理条例》第13条规定：“国务院办公厅、国务院组成部门、国务院直属机构、国务院办事机构在职能分解的基础上设立司、处两级内设机构；国务院组成部门管理的国家行政机构根据工作需要可以设立司、处两级内设机构，也可以只设立处级内设机构。”据此可知，行政法规并未规定国务院议事协调机构享有设立司、处两级内设机构的权限，法理上，对于行政法领域中行政主体的权限，“法无授权即禁止”。故D项错误。"
"15.2010/2/40/单
国务院某部拟合并处级内设机构。关于机构合并，下列哪一说法是正确的？ 【A】
A.该部决定，报国务院机构编制管理机关备案
B.该部提出方案，报国务院机构编制管理机关批准
C.国务院机构编制管理机关决定，报国务院备案
D.国务院机构编制管理机关提出方案，报国务院决定","国务院行政机构的内设机构的合并［A］
［解析］《国务院行政机构设置和编制管理条例》第14条第2款规定：“国务院行政机构的处级内设机构的设立、撤销或者合并，由国务院行政机构根据国家有关规定决定，按年度报国务院机构编制管理机关备案。”因此，对于国务院某部的处级内设机构的合并，应由该部作出决定，并报国务院机构编制管理机关备案。故A项正确，B、C、D项错误。"
"16.2014/2/43/单
国家税务总局为国务院直属机构。就其设置及编制，下列哪一说法是正确的？ 【B】
A.设立由全国人大及其常委会最终决定
B.合并由国务院最终决定
C.编制的增加由国务院机构编制管理机关最终决定
D.依法履行国务院基本的行政管理职能","国务院直属机构的设置与编制［B］
［解析］《国务院行政机构设置和编制管理条例》第8条规定，国务院直属机构的设立、撤销或者合并由国务院机构编制管理机关提出方案，报国务院决定。故A项错误，B项正确。
《国务院行政机构设置和编制管理条例》第19条规定，国务院行政机构增加或者减少编制，由国务院机构编制管理机关审核方案，报国务院批准。因此，编制的增加应经国务院批准，国务院有最终决定权。故C项错误。
《国务院行政机构设置和编制管理条例》第6条第3、4款规定，国务院组成部门依法分别履行国务院基本的行政管理职能。国务院直属机构主管国务院的某项专门业务，具有独立的行政管理职能。故D项错误，应是国务院组成部门依法履行国务院基本的行政管理职能，而不是国务院直属机构。"
"17.2017/2/43/单
关于国务院行政机构设置和编制管理的说法，下列哪一选项是正确的？ 【D】
A.国务院议事协调机构的撤销经由国务院常务会议讨论通过后，由国务院总理提交国务院全体会议
讨论决定
B.国务院行政机构增设司级内设机构，由国务院机构编制管理机关提出方案，报国务院决定
C.国务院议事协调机构的编制根据工作需要单独确定
D.国务院行政机构的编制在国务院行政机构设立时确定","国务院行政机构的设置和编制管理［D］
［解析］《国务院行政机构设置与编制管理条例》第11条规定：“国务院议事协调机构的设立、撤销或者合并，由国务院机构编制管理机关提出方案，报国务院决定。”据此，由国务院机构编制管理机关提出议事协调机构撤销的方案，交由国务院决定。故A项错误。
《国务院行政机构设置与编制管理条例》第14条第1款规定：“国务院行政机构的司级内设机构的增设、撤销或者合并，经国务院机构编制管理机关审核方案，报国务院批准。”据此，是经国务院机构编制管理机关“审核方案”，而非“提出方案”；是报国务院“批准”，而非“决定”。故B项错误。
《国务院行政机构设置与编制管理条例》第20条规定：“国务院议事协调机构不单独确定编制，所需要的编制由承担具体工作的国务院行政机构解决。”故C项错误。
《国务院行政机构设置与编制管理条例》第18条第1款规定：“国务院行政机构的编制在国务院行政机构设立时确定。”故D项正确。"
"考点3 地方行政机构的设置与编制管理
18.2019回忆/单
甲省乙市人民政府拟将本市的自然资源管理局与国土资源局合并，应当报哪个机关予以批准？
【B】
A.国务院
B.甲省人民政府
C.乙市人大常委会
D.甲省人大常委会","地方行政机构设置的管理权限［B］
［解析］《地方各级人民政府机构设置和编制管理条例》第9条规定：“地方各级人民政府行政机构的设立、撤销、合并或者变更规格、名称，由本级人民政府提出方案，经上一级人民政府机构编制管理机关审核后，报上一级人民政府批准；其中，县级以上地方各级人民政府行政机构的设立、撤销或者合并，还应当依法报本级人民代表大会常务委员会备案。”乙市政府的上一级政府为甲省政府，故B项正确。"
"19.2012/2/44/单
根据行政法规规定，县级以上地方各级政府机构编制管理机关应当评估行政机构和编制的执行情
况。关于此评估，下列哪一说法是正确的？ 【A】
A.评估应当定期进行
B.评估具体办法由国务院制定
C.评估结果是调整机构编制的直接依据
D.评估同样适用于国务院行政机构和编制的调整","地方各级人民政府机构设置和编制执行情况的评估［A］
［解析］《地方各级人民政府机构设置和编制管理条例》第24条规定：“县级以上各级人民政府机构编制管理机关应当定期评估机构和编制的执行情况，并将评估结果作为调整机构编制的参考依据。评估的具体办法，由国务院机构编制管理机关制定。”据此，评估应当定期进行。故A项正确。评估的具体办法由国务院机构编制管理机关制定而非由国务院制定。故B项错误。评估结果是调整机构编制的参考依据而非直接依据。故C项错误。国务院行政机构和编制执行情况的监督检查才适用《国务院行政机构设置和编制管理条例》，中央与地方的要求有所不同。故D项错误。"
"20.2016/2/43/单
根据规定，地方的事业单位机构和编制管理办法由省、自治区、直辖市人民政府机构编制管理机关
拟定，报国务院机构编制管理机关审核后，由下列哪一机关发布？ 【B】
A.国务院
B.省、自治区、直辖市人民政府
C.国务院机构编制管理机关
D.省、自治区、直辖市人民政府机构编制管理机关","行政组织、地方机构编制管理机关［B］
［解析］《地方各级人民政府机构设置和编制管理条例》第29条规定：“地方的事业单位机构和编制管理办法，由省、自治区、直辖市人民政府机构编制管理机关拟定，报国务院机构编制管理机关审核后，由省、自治区、直辖市人民政府发布。事业编制的全国性标准由国务院机构编制管理机关会同国务院财政部门和其他有关部门制定。”故B项正确，A、C、D项错误。"
"21.2011/2/98/任
甲市为乙省政府所在地的市。关于甲市政府行政机构设置和编制管理，下列说法正确的是：
【AD】
A.在一届政府任期内，甲市政府的工作部门应保持相对稳定
B.乙省机构编制管理机关与甲市机构编制管理机关为上下级领导关系
C.甲市政府的行政编制总额，由甲市政府提出，报乙省政府批准
D.甲市政府根据调整职责的需要，可以在行政编制总额内调整市政府有关部门的行政编制","地方人民政府机构设置和编制管理［AD］
［解析］《地方各级人民政府机构设置和编制管理条例》第8条第2款规定：“地方各级人民政府行政机构应当根据履行职责的需要，适时调整。但是，在一届政府任期内，地方各级人民政府的工作部门应当保持相对稳定。”故A项正确。
该条例第5条规定：“县级以上各级人民政府机构编制管理机关应当按照管理权限履行管理职责，并对下级机构编制工作进行业务指导和监督。”可见，上下两级机构编制管理机关不是领导与被领导的关系，而是指导与被指导、监督与被监督的关系。故B项错误。
该条例第16条规定：“地方各级人民政府的行政编制总额，由省、自治区、直辖市人民政府提出，经国务院机构编制管理机关审核后，报国务院批准。”可见，甲市政府的行政编制总额，应当由乙省政府提出，报国务院批准。故C项错误。
该条例第18条规定：“地方各级人民政府根据调整职责的需要，可以在行政编制总额内调整本级人民政府有关部门的行政编制。但是，在同一个行政区域不同层级之间调配使用行政编制的，应当由省、自治区、直辖市人民政府机构编制管理机关报国务院机构编制管理机关审批。”据此，甲市政府根据调整职责的需要，可以在行政编制总额内调整市政府有关部门的行政编制。故D项正确。"
