Question,Answer
"考点22 值班律师制度
70.2020回忆/单
下列关于值班律师的哪一项表述是正确的？ 【A】
A.值班律师依法享有会见权、阅卷权以及提出建议权
B.值班律师为犯罪嫌疑人、被告人提供法律咨询是辩护权的体现
C.值班律师可以出庭为被告人发表对案件的看法
D.犯罪嫌疑人、被告人拒绝认罪认罚的案件不适用值班律师制度","值班律师制度［A］
［解析］值班律师，是指法律援助机构在看守所、人民检察院、人民法院等场所设立法律援助工作站，通过派驻或安排的方式，为没有辩护人的犯罪嫌疑人、被告人提供法律帮助的律师。
《法律援助值班律师工作办法》第6条规定：“值班律师依法提供以下法律帮助：（一）提供法律咨询；（二）提供程序选择建议；（三）帮助犯罪嫌疑人、被告人申请变更强制措施；（四）对案件处理提出意见；（五）帮助犯罪嫌疑人、被告人及其近亲属申请法律援助；（六）法律法规规定的其他事项。……值班律师办理案件时，可以应犯罪嫌疑人、被告人的约见进行会见，也可以经办案机关允许主动会见；自人民检察院对案件审查起诉之日起可以查阅案卷材料、了解案情。”故A项正确。根据上述第1款第1项，值班律师提供法律咨询属于提供法律帮助，不是辩护权的体现，故B项错误。【思路点拨】辩护权归属于犯罪嫌疑人、被告人及其辩护人。值班律师是在犯罪嫌疑人没有委托辩护、法律援助机构没有指派律师提供辩护时才会出现的提供基本法律帮助的人，值班律师不是辩护人，虽然可以行使辩护人的部分职责，但其并非辩护权的主体。
值班律师不是辩护人，只能提供基本的法律帮助，无权出庭发表意见，也无权调查取证，故C项错误。【知识拓展】值班律师为犯罪嫌疑人、被告人提供法律帮助的，不妨碍犯罪嫌疑人、被告人继续委托辩护人或者获得法律援助辩护。犯罪嫌疑人、被告人委托辩护人或者获得法律援助辩护后，值班律师退出，但之前提供的法律帮助继续有效。
值班律师可以参与各类型案件，提供法律帮助，与犯罪嫌疑人、被告人是否认罪认罚无关,故D项错误。"
"71.2019回忆/多
甲、乙两人聚众斗殴均被提起公诉，需要值班律师提供法律帮助。以下关于值班律师的说法哪些是
正确的？ 【ACD】
A.审查起诉阶段，甲认罪认罚需要值班律师提供法律咨询，值班律师要求阅卷的，检察院应当准许
B.甲在值班律师在场时签署了认罪认罚具结书，然后自行聘请了辩护人，值班律师在场签订的认罪
认罚具结书自动失效
C.审查起诉阶段，犯罪嫌疑人认罪认罚的，人民检察院应当听取值班律师意见
D.一名值班律师能同时为甲、乙两名犯罪嫌疑人提供法律咨询","值班律师制度［ACD］
［解析］2018年《刑事诉讼法》增加了值班律师制度，本题是对相关规定的考查。
《高检规则》第269条第1、2款规定：“犯罪嫌疑人认罪认罚的，人民检察院应当告知其享有的诉讼权利和认罪认罚的法律规定，听取犯罪嫌疑人、辩护人或者值班律师、被害人及其诉讼代理人对下列事项的意见，并记录在案：……依照前款规定听取值班律师意见的，应当提前为值班律师了解案件有关情况提供必要的便利。自人民检察院对案件审查起诉之日起，值班律师可以查阅案卷材料，了解案情。人民检察院应当为值班律师查阅案卷材料提供便利。”据此，A项正确。
《刑事诉讼法》第174条第1款规定：“犯罪嫌疑人自愿认罪，同意量刑建议和程序适用的，应当在辩护人或者值班律师在场的情况下签署认罪认罚具结书。”据此，签署认罪认罚具结书只需要辩护人或者值班律师在场即可，因此值班律师在场的情况下签署的认罪认罚具结书是有效的。故B项错误。
《刑事诉讼法》第173条第2、3款规定：“犯罪嫌疑人认罪认罚的，人民检察院应当告知其享有的诉讼权利和认罪认罚的法律规定，听取犯罪嫌疑人、辩护人或者值班律师、被害人及其诉讼代理人对下列事项的意见，并记录在案：（一）涉嫌的犯罪事实、罪名及适用的法律规定；（二）从轻、减轻或者免除处罚等从宽处罚的建议；（三）认罪认罚后案件审理适用的程序；（四）其他需要听取意见的事项。人民检察院依照前两款规定听取值班律师意见的，应当提前为值班律师了解案件有关情况提供必要的便利。”上述《高检规则》第269条也有同样规定。据此，C项正确。
根据《刑事诉讼法》第36条第1款规定：“法律援助机构可以在人民法院、看守所等场所派驻值班律师。犯罪嫌疑人、被告人没有委托辩护人，法律援助机构没有指派律师为其提供辩护的，由值班律师为犯罪嫌疑人、被告人提供法律咨询、程序选择建议、申请变更强制措施、对案件处理提出意见等法律帮助。”因此，本案如果甲、乙均没有委托辩护人，二人都能获得值班律师的帮助。至于一名值班律师能否同时为甲、乙两名犯罪嫌疑人提供法律咨询，法律并未禁止。根据《刑诉解释》第43条的规定：“一名被告人可以委托一至二人作为辩护人。一名辩护人不得为两名以上的同案被告人，或者未同案处理但犯罪事实存在关联的被告人辩护。”该条文仅限制辩护人，并未限制值班律师。因此，D项正确。"
"考点23 法律援助辩护和拒绝辩护
72.2013/2/38/单
在法庭审判中，被告人翻供，否认犯罪，并当庭拒绝律师为其进行有罪辩护。合议庭对此问题的处
理，下列哪一选项是正确的？ 【A】
A.被告人有权拒绝辩护人辩护，合议庭应当准许
B.辩护律师独立辩护，不受当事人意思表示的约束，合议庭不应当准许拒绝辩护
C.属于应当提供法律援助的情形的，合议庭不应当准许拒绝辩护
D.有多名被告人的案件，部分被告人拒绝辩护人辩护的，合议庭不应当准许","拒绝辩护的处理［A］
［解析］《刑诉解释》第311条规定，被告人在一个审判程序中更换辩护人一般不得超过两次。被告人当庭拒绝辩护人辩护，要求另行委托辩护人或者指派律师的，合议庭应当准许。被告人拒绝辩护人辩护后，没有辩护人的，应当宣布休庭；仍有辩护人的，庭审可以继续进行。有多名被告人的案件，部分被告人拒绝辩护人辩护后，没有辩护人的，根据案件情况，可以对该部分被告人另案处理，对其他被告人的庭审继续进行。重新开庭后，被告人再次当庭拒绝辩护人辩护的，可以准许，但被告人不得再次另行委托辩护人或者要求另行指派律师，由其自行辩护。被告人属于应当提供法律援助的情形，重新开庭后再次当庭拒绝辩护人辩护的，不予准许。
由此可知A项表述正确。B项的错误在于，辩护人尽管依据事实和法律辩护，具有独立的诉讼地位，但是，被告人有委托和拒绝辩护人辩护的权利。C项的错误在于，应当提供法律援助的被告人可以拒绝辩护一次，被告人属于应当提供法律援助的情形，重新开庭后再次当庭拒绝辩护人辩护的，合议庭不予准许。D项的错误在于，有多名被告人的案件，部分被告人拒绝辩护人辩护的，合议庭也是应当准许。"
"73.2008/2/26/单
关于辩护，下列哪一选项是正确的？ 【B】
A.被告人王某在犯罪时17周岁，在审判时已满18周岁，法院应当为其指定辩护人
B.被告人李某可能被判处死刑，在审判时法院为其指定辩护人。在法庭审理过程中，李某当庭拒绝
指定的辩护人为其辩护，法院另行为其指定辩护人。在重新开庭审理后，李某再次拒绝法庭为其指定的
辩护人，合议庭不予准许
C.法院为外籍被告人汤姆（25周岁）指定了辩护人，在法庭审理过程中，汤姆拒绝法院为其指定
的辩护人，提出自行委托辩护人，法庭准许后，汤姆自行委托了辩护人。再次开庭审理后，汤姆再次拒
绝辩护人为其辩护，要求另行委托辩护人，合议庭不予准许
D.被告人当庭拒绝辩护人为其辩护的，法庭应当允许，宣布延期审理。延期审理的期限为十日，
准备辩护时间计入审限","指定辩护［B］
［解析］《刑诉解释》第564条规定：“审判时不满十八周岁的未成年被告人没有委托辩护人的，人民法院应当通知法律援助机构指派熟悉未成年人身心特点的律师为其提供辩护。”本题A项中的王某在开庭审理时已满18周岁，不属于应当提供法律援助辩护的被告人范围。故A项错误。
《刑诉解释》第311条第2、5款规定：“被告人当庭拒绝辩护人辩护，要求另行委托辩护人或者指派律师的，合议庭应当准许。被告人拒绝辩护人辩护后，没有辩护人的，应当宣布休庭；仍有辩护人的，庭审可以继续进行。被告人属于应当提供法律援助的情形，重新开庭后再次当庭拒绝辩护人辩护的，不予准许。”本题B项中的李某可能被判处死刑，属于应当提供法律援助辩护的情形，在重新开庭审理后，李某再次当庭拒绝辩护人辩护的，合议庭不予准许的做法是正确的。故B项正确。
《刑诉解释》第485条第4款规定：“外国籍被告人没有委托辩护人的，人民法院可以通知法律援助机构为其指派律师提供辩护。被告人拒绝辩护人辩护的，应当由其出具书面声明，或者将其口头声明记录在案；必要时，应当录音录像。被告人属于应当提供法律援助情形的，依照本解释第五十条规定处理。”本题C项中法院为外籍被告汤姆指定辩护人的做法正确，但被告人拒绝辩护人辩护的，法院应予准许。故C项错误。
《刑诉解释》第313条第1款规定：“依照前两条规定另行委托辩护人或者通知法律援助机构指派律师的，自案件宣布休庭之日起至第十五日止，由辩护人准备辩护，但被告人及其辩护人自愿缩短时间的除外。”D项中“延期审理的期限为10日”的说法不准确。故D项错误。"
"考点24 刑事诉讼代理
74.2012/2/24/单
关于诉讼代理人参加刑事诉讼，下列哪一说法是正确的？ 【D】
A.诉讼代理人的权限依据法律规定而设定
B.除非法律有明文规定，诉讼代理人也享有被代理人享有的诉讼权利
C.诉讼代理人应当承担被代理人依法负有的义务
D.诉讼代理人的职责是帮助被代理人行使诉讼权利","诉讼代理人的权限、职责［D］
［解析］刑事诉讼代理人是指接受公诉案件的被害人及其法定代理人或者近亲属、附带民事诉讼的当事人及其法定代理人、自诉案件的自诉人及其法定代理人的委托，以被代理人的名义，在被代理人授权的范围内，为维护其合法权益所进行的诉讼活动的人。
诉讼代理人的权限是依据被代理人的授权产生而不是依据法律规定，当然也不会自动享有被代理人的权利。故A、B项错误。
诉讼代理人的责任是根据事实和法律，维护被害人、自诉人或者附带民事诉讼当事人的合法权益，而不承担代理人依法负有的义务。故C项错误，D项正确。"
"75.2010/2/22/单
在张某故意毁坏李某汽车案中，张某聘请赵律师为辩护人，李某聘请孙律师为诉讼代理人。关于该
案辩护人和诉讼代理人，下列哪一选项是正确的？ 【B（原答案A）】
A.赵律师、孙律师均自案件移送审查起诉之日起方可接受委托担任辩护人、诉讼代理人
B.赵律师、孙律师均有权申请该案的审判人员和公诉人员回避
C.赵律师可在审判中向张某发问，孙律师无权向张某发问
D.赵律师应以张某的意见作为辩护意见，孙律师应以李某的意见为代理意见","辩护人和诉讼代理人接受委托的时间、在诉讼中的权利及地位［B（原答案为A）］
［解析］《刑事诉讼法》第34条第1款规定：“犯罪嫌疑人自被侦查机关第一次讯问或者采取强制措施之日起，有权委托辩护人；在侦查期间，只能委托律师作为辩护人。被告人有权随时委托辩护人。”《刑事诉讼法》第46条第1款规定：“公诉案件的被害人及其法定代理人或者近亲属，附带民事诉讼的当事人及其法定代理人，自案件移送审查起诉之日起，有权委托诉讼代理人。自诉案件的自诉人及其法定代理人，附带民事诉讼的当事人及其法定代理人，有权随时委托诉讼代理人。”可见，辩护人、诉讼代理人介入诉讼的时间因案件类型不同而不同。本案是公诉案件，自被侦查机关第一次讯问后或者采取强制措施之日起，赵律师可以接受委托担任辩护人，但是自案件移送审查起诉之日起，孙律师才可以接受委托担任诉讼代理人。故A项错误。
《刑事诉讼法》第32条第2款规定：“辩护人、诉讼代理人可以依照本章的规定要求回避、申请复议。”据此，赵律师、孙律师分别作为辩护人和诉讼代理人，有权申请该案的审判人员和公诉人员回避。故B项正确。
《刑事诉讼法》第191条第2款规定：“被害人、附带民事诉讼的原告人和辩护人、诉讼代理人，经审判长许可，可以向被告人发问。”据此，赵律师和孙律师分别作为辩护人、诉讼代理人，均可经审判长许可，向被告人张某发问。故C项错误。
辩护人在刑事诉讼中具有独立的诉讼地位，其根据对事实的掌握和对法律的理解，依自己的意志独立进行辩护，依法履行职责，不受犯罪嫌疑人、被告人意思表示的约束。而诉讼代理人必须在被代理人的授权范围内进行诉讼，超过授权范围进行诉讼活动所产生的结果，除非得到被代理人的承认，否则被代理人不予承担。故D项错误。"
"76.2009/2/67/多
关于刑事诉讼法定代理人与诉讼代理人的区别，下列哪些选项是正确的？ 【ABC】
A.法定代理人基于法律规定或法定程序产生，诉讼代理人基于被代理人委托产生
B.法定代理人的权利源于法律授权，诉讼代理人的权利源于委托协议授权
C.法定代理人可以违背被代理人的意志进行诉讼活动，诉讼代理人的代理活动不得违背被代理人的
意志
D.法定代理人可以代替被代理人陈述案情，诉讼代理人不能代替被代理人陈述案情","刑事诉讼法定代理人与诉讼代理人的区别［ABC］
［解析］《刑事诉讼法》第108条规定：“……（三）‘法定代理人’是指被代理人的父母、养父母、监护人和负有保护责任的机关、团体的代表；……（五）‘诉讼代理人’是指公诉案件的被害人及其法定代理人或者近亲属、自诉案件的自诉人及其法定代理人委托代为参加诉讼的人和附带民事诉讼的当事人及其法定代理人委托代为参加诉讼的人；……”由此可知，法定代理人是基于法律规定或法定程序产生，其权利来源于法律授权，诉讼代理人是基于被代理人委托产生，其权利源于委托协议授权。故A、B项正确。
根据前述规定，诉讼代理人只能在被代理人授权范围内进行诉讼活动，既不能超越代理范围，也不能违背被代理人意志。而根据《刑事诉讼法》第227条第1款规定，被告人、自诉人和他们的法定代理人，不服地方各级人民法院第一审的判决、裁定，有权用书状或者口头向上一级人民法院上诉。据此，法定代理人享有独立上诉权，即使被告人不同意，法定代理人也可以提起上诉，可以违背被代理人意志进行诉讼活动。故C项正确。
根据《刑事诉讼法》的有关规定，法定代理人享有广泛的与被代理人大致相同的诉讼权利，但是陈述案情的权利具有人身性质，所以，法定代理人不可以代替被代理人陈述案情，诉讼代理人也不能代替被代理人陈述案情。故D项错误。"
"77.2008/2/27/单
根据《刑事诉讼法》的规定，下列何人有权委托诉讼代理人？ 【B】
A.涉嫌强奸罪被告人的父亲
B.抢劫案被害人的胞妹
C.伤害案中附带民事被告人的胞弟
D.虐待案自诉人的胞妹","有权委托诉讼代理人的主体［B］
［解析］《刑事诉讼法》第46条规定，公诉案件的被害人及其法定代理人或者近亲属，附带民事诉讼的当事人及其法定代理人，自案件移送审查起诉之日起，有权委托诉讼代理人。自诉案件的自诉人及其法定代理人，附带民事诉讼的当事人及其法定代理人，有权随时委托诉讼代理人。《刑事诉讼法》第108条第5项规定，“诉讼代理人”是指公诉案件的被害人及其法定代理人或者近亲属、自诉案件的自诉人及其法定代理人委托代为参加诉讼的人和附带民事诉讼的当事人及其法定代理人委托代为参加诉讼的人；第6项规定，“近亲属”是指夫、妻、父、母、子、女、同胞兄弟姊妹。
根据上述法条可知，本题A项中，涉嫌强奸罪被告人的父亲，有权委托辩护人，但无权委托诉讼代理人。故A项错误。B项中抢劫案被害人的胞妹，属于公诉案件被害人的近亲属，有权自案件移送审查起诉之日起委托诉讼代理人。故B项正确。而附带民事被告人、自诉人，只有其本人及其法定代理人有权委托诉讼代理人，他们的近亲属无权委托诉讼代理人。故C、D项均错误。"
"第七章 刑事证据
考点25 证据的基本特征
78.2014/2/27/单
关于证据的关联性，下列哪一选项是正确的？ 【C】
A.关联性仅指证据事实与案件事实之间具有因果关系
B.具有关联性的证据即具有可采性
C.证据与待证事实的关联度决定证据证明力的大小
D.类似行为一般具有关联性","证据的关联性［C］
［解析］证据的关联性，是指证据必须与案件事实有客观联系，对证明刑事案件事实具有某种实际意义；反之，与本案无关的事实或者材料，都不能成为刑事证据。故A项错误。
关联性仅是证据的一个基本属性，证据具有关联性仅表示证据与待证事实之间存在关联，但证据是否具有可采性，还应当考虑证据是否具有其他两个基本属性——合法性与客观性。故B项错误。
证据的关联性是证据证明力的原因。所谓证明力，即证据对证明案件事实的证明作用，也就是证据对证明案件事实的价值。证据对案件事实有无证明力以及证明力的大小，取决于证据本身与案件事实有无联系以及联系的紧密、强弱程度。一般来说，如果证据与案件事实之间的联系紧密，则该证据的证明力较强，在诉讼中所起的作用也较大。故C项正确。
一般而言，英美证据法认为下列几种证据不具有关联性，不得作为认定案件事实的依据：（1）品格证据；（2）类似行为；（3）特定的诉讼行为；（4）特定的事实行为；（5）被害人过去的行为。故D项错误。"
"79.2008/2/30/单
某银行被盗，侦查机关将沈某确定为犯罪嫌疑人。在进行警犬辨认时，一“功勋警犬”在发案银行四
处闻了闻后，猛地扑向沈某。随后，侦查人员又对沈某进行心理测试，测试结论显示，只要犯罪嫌疑人
说没偷，测谎仪就显示其撒谎。关于可否作为认定案件事实的根据，下列哪一选项是正确的？ 【D】
A.警犬辨认和心理测试结论均可以
B.警犬辨认可以，心理测试结论不可以
C.警犬辨认不可以，心理测试结论可以
D.警犬辨认和心理测试结论均不可以","法定的证据种类［D］
［解析］《刑事诉讼法》第50条第2款规定：“证据包括：（一）物证；（二）书证；（三）证人证言；（四）被害人陈述；（五）犯罪嫌疑人、被告人供述和辩解；（六）鉴定意见；（七）勘验、检查、辨认、侦查实验等笔录；（八）视听资料、电子数据。”本题中涉及的警犬辨认和心理测试结论只能属于获取证据的侦查手段，不属于上述8种证据种类，不具有证据的法定性，因此均不可以作为认定案件事实的根据，只能作为定案的线索材料。故A、B、C项错误，D项正确。"
"考点26 刑事证据规则
80.2020回忆/多
下列哪些行为属于非法取证，应当依法予以排除？ 【ABC】
A.甲侦查人员询问女证人，以公开其隐私相威胁，证人因担心隐私被公开造成家庭矛盾被迫提供证
言
B.乙侦查人员首次讯问犯罪嫌疑人时通过暴力方式获取了供述，第二次讯问时没有采用暴力方式，
犯罪嫌疑人作出了同样的供述
C.丙侦查人员对犯罪嫌疑人连续讯问25小时，但期间保持其正常饮食
D.丁侦查人员威胁犯罪嫌疑人不如实供述就让他正在准备高考的儿子作为证人接受询问，犯罪嫌
疑人担心影响其儿子考试作出的供述","非法证据排除［ABC］
［解析］《刑诉解释》第125条规定：“采用暴力、威胁以及非法限制人身自由等非法方法收集的证人证言、被害人陈述，应当予以排除。”甲侦查人员通过威胁证人的方式获取证言，属于非法取证行为，应当予以排除，故A项当选。
《刑诉解释》第124条规定：“采用刑讯逼供方法使被告人作出供述，之后被告人受该刑讯逼供行为影响而作出的与该供述相同的重复性供述，应当一并排除，但下列情形除外：（一）调查、侦查期间，监察机关、侦查机关根据控告、举报或者自己发现等，确认或者不能排除以非法方法收集证据而更换调查、侦查人员，其他调查、侦查人员再次讯问时告知有关权利和认罪的法律后果，被告人自愿供述的；（二）审查逮捕、审查起诉和审判期间，检察人员、审判人员讯问时告知诉讼权利和认罪的法律后果，被告人自愿供述的。”B项中不存在除外情形，属于非法取证行为，应当予以排除，故B项当选。
《刑诉解释》第123条规定：“采用下列非法方法收集的被告人供述，应当予以排除：（一）采用殴打、违法使用戒具等暴力方法或者变相肉刑的恶劣手段，使被告人遭受难以忍受的痛苦而违背意愿作出的供述；（二）采用以暴力或者严重损害本人及其近亲属合法权益等相威胁的方法，使被告人遭受难以忍受的痛苦而违背意愿作出的供述；（三）采用非法拘禁等非法限制人身自由的方法收集的被告人供述。”原则上连续审讯犯罪嫌疑人不得超过12小时，丙侦查人员对犯罪嫌疑人连续讯问25小时，采用了疲劳审讯、变相肉刑的取证手段，属于非法取证行为，应当予以排除，故C项当选。D项中，丁侦查人员并非采用了“暴力或者严重损害”犯罪嫌疑人近亲属合法权益的方式，因为证人有作证的义务，侦查人员通知证人作证属于合法侦查行为，故D项不当选。【总结提示】被告人供述的非法证据排除：（1）暴力+遭受痛苦;（2）威胁+遭受痛苦;（3）非法拘禁（不考虑是否遭受痛苦）；（4）重复供述（换人或换阶段后依法讯问自愿供述的除外）。"
"81.2017/2/26/单
下列哪一证据规则属于调整证据证明力的规则？ 【C】
A.传闻证据规则
B.非法证据排除规则
C.关联性规则
D.意见证据规则","证据规则；证据能力；证明力［C］
［解析］证据能力，是指证据资格，即能否作为证据。证明力，是指证据所具有的对案件事实的证明作用，即证据对证明案件事实的价值。证据对案件事实有无证明力以及证明力的大小，取决于证据本身与案件事实有无联系以及联系的紧密、强弱程度。
证据规则大体包括两类：一类是调整证据能力的规则，如传闻证据规则、非法证据排除规则、意见证据规则、最佳证据规则等；另一类是调整证明力的规则，如关联性规则、补强证据规则等。因此，本题C项中的“关联性规则”是调整证明力的规则。故C项当选，A、B、D项不当选。"
"82.2016/2/29/单
公安机关发现一具被焚烧过的尸体，因地处偏僻且天气恶劣，无法找到见证人，于是对勘验过程进
行了全程录像，并在笔录中注明原因。法庭审理时，辩护人以勘验时没有见证人在场为由，申请排除勘
验现场收集的物证。关于本案证据，下列哪一选项是正确的？ 【D】
A.因违反取证程序的一般规定，应当排除
B.应予以补正或者作出合理解释，否则予以排除
C.不仅物证应当排除，对物证的鉴定意见等衍生证据也应排除
D.有勘验过程全程录像并在笔录中已注明理由，不予排除","勘验检查；非法证据的排除［D］
［解析］《刑诉解释》第80条规定：“下列人员不得担任见证人：（一）生理上、精神上有缺陷或者年幼，不具有相应辨别能力或者不能正确表达的人；（二）与案件有利害关系，可能影响案件公正处理的人；（三）行使勘验、检查、搜查、扣押、组织辨认等监察调查、刑事诉讼职权的监察、公安、司法机关的工作人员或者其聘用的人员。对见证人是否属于前款规定的人员，人民法院可以通过相关笔录载明的见证人的姓名、身份证件种类及号码、联系方式以及常住人口信息登记表等材料进行审查。由于客观原因无法由符合条件的人员担任见证人的，应当在笔录材料中注明情况，并对相关活动进行全程录音录像。”本题中，因地处偏僻且天气恶劣，无法找到见证人，这一情形属于“由于客观原因无法由符合条件的人员担任见证人的”情形，公安机关对勘验过程全程录像并在笔录中已注明理由，未违反法律程序，收集的物证不予排除。故A、B项错误，D项正确。
本题中勘验的过程没有违法，所收集的物证不予排除，对物证的鉴定意见等衍生证据也不需要排除。故C项错误。"
"83.2015/2/26/单
下列哪一选项属于传闻证据？ 【B】
A.甲作为专家辅助人在法庭上就一起伤害案的鉴定意见提出的意见
B.乙了解案件情况但因重病无法出庭，法官自行前往调查核实的证人证言
C.丙作为技术人员“就证明讯问过程合法性的同步录音录像是否经过剪辑”在法庭上所作的说明
D.丁曾路过发生杀人案的院子，其开庭审理时所作的“当时看到一个人从那里走出来，好像喝了许
多酒”的证言","传闻证据规则［B］
［解析］传闻证据规则，是指证人所陈述的非亲身经历的事实，以及证人未出庭作证时向法庭提出的文件中的主张，原则上不能作为认定犯罪事实的根据。简言之，即传闻证据不具有可采性。传闻证据规则是排除一种证明手段的规则，不是排除事实的规则。可见，传闻证据规则强调三个方面：（1）针对证人证言；（2）应当由证人亲自陈述；（3）证人一般应当在庭审期间出庭作证。
甲不是证人，不属于传闻证据。故A项错误。
乙无法出庭，属于庭外所作证言，该证言属于传闻证据。故B项正确。
丙不属于本案证人，丙没有目睹或者感知案件事实，他只是作为技术人员出庭说明录像是否经过剪辑，其陈述不属于传闻证据。故C项错误。
丁所作证言属于丁的亲身经历，不属于传闻证据。故D项错误。"
"84.2014/2/28/单
下列哪一选项所列举的证据属于补强证据？ 【D】
A.证明讯问过程合法的同步录像材料
B.证明获取被告人口供过程合法，经侦查人员签名并加盖公章的书面说明材料
C.根据被告人供述提取到的隐蔽性极强、并能与被告人供述和其他证据相印证的物证
D.对与被告人有利害冲突的证人所作的不利被告人的证言的真实性进行佐证的书证","补强证据规则［D］
［解析］一般来说，在刑事诉讼中需要补强的不仅包括被追诉人的供述，而且包括证人证言、被害人陈述等特定证据。补强证据必须满足以下条件：（1）补强证据必须具有证据能力；（2）补强证据本身必须具有担保补强对象真实的能力；（3）补强证据必须具有独立的来源。
本题中，A、B两项均证明证据的合法性，即证据能力，而非补强证据的证明力。故A、B项错误。C项中“根据被告人供述提取到的隐蔽性极强、并能与被告人供述和其他证据相印证的物证”属于被告人供述的派生证据，根据补强证据规则要求补强与被补强的证据相互独立，不存在派生关系的原理，该物证不能补强供述。故C项错误。D项中是用书证补强证人证言，两种证据相互独立，没有派生关系，不属于同一来源，可以进行补强。故D项正确。"
"85.2014/2/93/任
赵某、石某抢劫杀害李某，被路过的王某、张某看见并报案。赵某、石某被抓获后，2名侦查人员
负责组织辨认。关于辨认笔录的审查与认定，下列选项正确的是： 【D】
A.如对尸体的辨认过程没有录像，则辨认结果不得作为定案证据
B.如侦查人员组织辨认时没有见证人在场，则辨认结果不得作为定案的根据
C.如在辨认前没有详细向辨认人询问被辨认对象的具体特征，则辨认结果不得作为定案证据
D.如对赵某的辨认只有笔录，没有赵某的照片，无法获悉辨认真实情况的，也可补正或进行合理
解释","辨认笔录的排除［D］
［解析］《刑诉解释》第105条规定：“辨认笔录具有下列情形之一的，不得作为定案的根据：（一）辨认不是在调查人员、侦查人员主持下进行的；（二）辨认前使辨认人见到辨认对象的；（三）辨认活动没有个别进行的；（四）辨认对象没有混杂在具有类似特征的其他对象中，或者供辨认的对象数量不符合规定的；（五）辨认中给辨认人明显暗示或者明显有指认嫌疑的；（六）违反有关规定，不能确定辨认笔录真实性的其他情形。”本题中，A、B、C项，“对尸体的辨认过程没有录像”“组织辨认时没有见证人在场”“辨认前没有详细向辨认人询问被辨认对象的具体特征”并非导致辨认笔录不得作为定案根据的原因。这些情况都属于瑕疵，如果能够补正或者作出合理解释，辨认笔录仍然可以作为定案根据。故A、B、C项错误。
《关于办理死刑案件审查判断证据若干问题的规定》第30条第2款规定，有下列情形之一的，通过有关办案人员的补正或者作出合理解释的，辨认结果可以作为证据使用：（1）主持辨认的侦查人员少于2人的；（2）没有向辨认人详细询问辨认对象的具体特征的；（3）对辨认经过和结果没有制作专门的规范的辨认笔录，或者辨认笔录没有侦查人员、辨认人、见证人的签名或者盖章的；（4）辨认记录过于简单，只有结果没有过程的；（5）案卷中只有辨认笔录，没有被辨认对象的照片、录像等资料，无法获悉辨认的真实情况的。故D项正确。"
"86.2013/2/68/多
在法庭审理过程中，被告人屠某、沈某和证人朱某提出在侦查期间遭到非法取证，要求确认其审前
供述或证言不具备证据能力。下列哪些情形下应当根据法律规定排除上述证据？ 【AD】
A.将屠某“大”字型吊铐在窗户的铁栏杆上，双脚离地
B.对沈某进行引诱，说“讲了就可以回去”
C.对沈某进行威胁，说“不讲就把你老婆一起抓进来”
D.对朱某进行威胁，说“不配合我们的工作就把你关进来”","非法证据排除规则［AD］
［解析］《刑事诉讼法》第56条第1款规定，采用刑讯逼供等非法方法收集的犯罪嫌疑人、被告人供述和采用暴力、威胁等非法方法收集的证人证言、被害人陈述，应当予以排除。A项中的屠某是本案被告人，“大”字型吊铐属于典型的刑讯逼供，应当排除。故A项当选。
《刑事诉讼法》第52条规定，严禁刑讯逼供和以威胁、引诱、欺骗以及其他非法方法收集证据。以引诱的非法方法取证的，对办案人员采取纪律处分，并不以非法证据排除的方式惩罚办案人员。故B项不当选。
《关于办理刑事案件严格排除非法证据若干问题的规定》第3条规定，采用以暴力或者严重损害本人及其近亲属合法权益等进行威胁的方法，使犯罪嫌疑人、被告人遭受难以忍受的痛苦而违背意愿作出的供述，应当予以排除。采用威胁方法取得的供述须符合“导致难以忍受的痛苦作出的非自愿供述”才排除。故C项不当选。
朱某属于证人，对朱某进行威胁取得的证言，属于非法言词证据，《刑事诉讼法》第56条规定应当排除。故D项当选。"
